DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V06_0001,Cape Codd,NRY BELLEW Augt 1776 Thursday 1st CAPE CODD SW 5 Lgs 4 AM set Topgt sails and,Cape Codd,Cape Codd,dl,/TaggedPDF-doc/doc[1]/dl/plc
NDAR_V06_0003,New London,". TO GEORGE WASHINGTON Sir, NEW LONDON Augst 1st 1776 The bearer Doctor",New London,New London,dl,/TaggedPDF-doc/doc[3]/dl/plc
NDAR_V06_0005,German Flatts,R TO JOHN HANCOCK [Extract] GERMAN FLATTS august 1st 1776. General Arnold i,German Flatts,German Flatts,dl,/TaggedPDF-doc/doc[5]/dl/plc
NDAR_V06_0006,New York,JONATHAN TRUMBULL [Extract] NEW YORK Augt 1st 1776 Since my last nothi,New York,New York,dl,/TaggedPDF-doc/doc[6]/dl/plc
NDAR_V06_0007,New York,S OF MAJOR GENERAL WILLIAM HEATH [ NEW YORK ] August 1st.ー About 30 sail of Br,New York,New York,dl,/TaggedPDF-doc/doc[7]/dl/plc
NDAR_V06_0008,New York,RNAL OF THE CAMPAIGN AT NEW YORK [ NEW YORK ] August 1st [1776] The Two Galley,New York,New York,dl,/TaggedPDF-doc/doc[8]/dl/plc
NDAR_V06_0009,New York,"JOURNAL, THURSDAY, AUGUST 1, 1776 NEW YORK , August 1. On Monday last five of",New York,New York,dl,/TaggedPDF-doc/doc[9]/dl/plc
NDAR_V06_0012,Philadelphia,DIARY OF CHRISTOPHER MARSHALL [ PHILADELPHIA ] August 1st ...gave pass to John,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[12]/dl/plc
NDAR_V06_0013,Philadelphia,UNCIL OF SAFETY [Gentle]men PHILADELPHIA August 1st 1776ー We have had the,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[13]/dl/plc
NDAR_V06_0016,Wilmington,OPE TO THOMAS RODNEY Dr Sir WILMINGTON August 1st 1776 Since I saw you i,Wilmington,Wilmington,dl,/TaggedPDF-doc/doc[16]/dl/plc
NDAR_V06_0017,Baltimore,R. TO JOSEPH HEWES Dear Sir BALTIMORE August 1st 1776 The intention of,Baltimore,Baltimore,dl,/TaggedPDF-doc/doc[17]/dl/plc
NDAR_V06_0018,Annapolis,d give directions. We are [&c.]2 [ ANNAPOLIS ] 1 Aug 1776 1. Council of Safety,Annapolis,Annapolis,dl2,/TaggedPDF-doc/doc[18]/dl2/plc
NDAR_V06_0019,Williamsburg,URNAL OF THE VIRGINIA NAVY BOARD [ WILLIAMSBURG ] Thursday the first day of August 1776.,Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[19]/dl/plc
NDAR_V06_0020,Williamsburg,F THE VIRGINIA COUNCIL OF SAFETY [ WILLIAMSBURG ] Thursday August 1st 1776. The Me,Williamsburg,Williamsburg,dl,/TaggedPDF-doc/doc[20]/dl/plc
NDAR_V06_0021,Halifax,NORTH CAROLINA COUNCIL OF SAFETY [ HALIFAX ] Thursday August 1st 1776. Resolv,Halifax,Halifax,dl,/TaggedPDF-doc/doc[21]/dl/plc
NDAR_V06_0022,Charlestown,"present. ー I am, sir [&c.] CHARLESTOWN 1st August 1776. Robt Cochran",Charlestown,Charlestown,dl2,/TaggedPDF-doc/doc[22]/dl2/plc
NDAR_V06_0023,St. Vincent's,"JOHN ALMON'S REMEMBRANCER, 1776 ST. VINCENT'S , Aug 1. The Shark man of war, Cap",St. Vincent's,St. Vincent's,dl,/TaggedPDF-doc/doc[23]/dl/plc
NDAR_V06_0024,Watertown,NAL OF THE MASSACHUSETTS COUNCIL [ WATERTOWN ] Friday ー August 2d 1776 Petition,Watertown,Watertown,dl,/TaggedPDF-doc/doc[24]/dl/plc
NDAR_V06_0025,Boston,"HRONICLE, FRIDAY, AUGUST 2, 1776 [ BOSTON , August 2] Messieurs Printers, In",Boston,Boston,dl,/TaggedPDF-doc/doc[25]/dl/plc
NDAR_V06_0026,Providence,"DE ISLAND PRIVATEER SLOOP DIAMOND PROVIDENCE August the 2, 1776 Whear as thear",Providence,Providence,dl,/TaggedPDF-doc/doc[26]/dl/plc
NDAR_V06_0027,Lebanon,"HE CONNECTICUT COUNCIL OF SAFETY [ LEBANON ] Friday, August 2d, 1776 Resolved",Lebanon,Lebanon,dl,/TaggedPDF-doc/doc[27]/dl/plc
NDAR_V06_0028,New London,"T GAZETTE, FRIDAY, AUGUST 2, 1776 NEW-LONDON , August 2. Since our last arrived",New London,New-London,dl,/TaggedPDF-doc/doc[28]/dl/plc
NDAR_V06_0030,Albany,OLONEL PETER GANSEVOORT Sir ALBANY Augt 2. 1776 I am directed by Gen,Albany,Albany,dl,/TaggedPDF-doc/doc[30]/dl/plc
NDAR_V06_0031,New York,August 1776 Friday 2d In Hudsons River NEW YORK AM Recv'd from the Ph[o]enix fres,New York,New York,dl,/TaggedPDF-doc/doc[31]/dl/plc
NDAR_V06_0032,Singsing,"RKER, JR. August 1776. Moor'd Off SINGSING . Friday 2d A M Clear'd Hawse The",Singsing,Singsing,dl,/TaggedPDF-doc/doc[32]/dl/plc
NDAR_V06_0033,Fort Montgomery,GEORGE WASHINGTON [Extract] FORT MONTGOMERY 2d August 1776. On Thursday last,Fort Montgomery,Fort Montgomery,dl,/TaggedPDF-doc/doc[33]/dl/plc
NDAR_V06_0034,White Plains,"VENTION Die Veneris, 4 ho. P. M. [ WHITE PLAINS ] Augt. 2d, 1776. Ordered, that Da",White Plains,White Plains,dl,/TaggedPDF-doc/doc[34]/dl/plc
NDAR_V06_0035,Harlem,ROBERT LIVINGSTON [Extract] HARLEM 2 August 1776 ...find every thing,Harlem,Harlem,dl,/TaggedPDF-doc/doc[35]/dl/plc
NDAR_V06_0037,Philadelphia,"RNAL OF THE CONTINENTAL CONGRESS [ PHILADELPHIA ] Friday, August 2, 1776 Resolved,",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[37]/dl/plc
