DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V06_0001,Liverpool,"JOURNAL OF H.M.S. LIVERPOOL , CAPTAIN HENRY BELLEW Augt 1776 T",Liverpool,LIVERPOOL,title,/TaggedPDF-doc/doc[1]/title/ship
NDAR_V06_0001,Swan,alty 51/548. 2. The sloop was the SWAN from Philadelphia to some port in New E,Swan,Swan,note,/TaggedPDF-doc/doc[1]/note[1]/ship
NDAR_V06_0001,Nevis,"gister, vol. 5, N.S. Arch. 3. The NEVIS , Captain Coffin, Public Advertiser, Lon",Nevis,Nevis,note,/TaggedPDF-doc/doc[1]/note[2]/ship
NDAR_V06_0002,Independence (Sloop),JOURNAL OF THE RHODE ISLAND SLOOP INDEPENDENCE CAPTAIN JABEZ WHIPPLE [1776] Thur,Independence,INDEPENDENCE,title,/TaggedPDF-doc/doc[2]/title/ship
NDAR_V06_0003,Andrew Doria (Brig),"a to London by Capt Biddle in the Brigg ANDREW DORIA , & was Sent into this Port but Unfortun",Andrew Doria,Andrew Doria,p,/TaggedPDF-doc/doc[3]/docBody/p/ship
NDAR_V06_0003,Nathaniel and Elizabeth (Ship),"ashington Papers, LC. 2. The ship NATHANIEL AND ELIZABETH . 3. On August 7, the General than",Nathaniel and Elizabeth,Nathaniel and Elizabeth,note,/TaggedPDF-doc/doc[3]/note[1]/ship
NDAR_V06_0010,Eagle,"OF AMBROSE SERLE [On board H.M.S. EAGLE ] Thursday, Augst. 1st. [1776] Thi",Eagle,Eagle,dl,/TaggedPDF-doc/doc[10]/dl/ship
NDAR_V06_0010,Experiment,"e of the Pilots; and, very happily, the EXPERIMENT of 50 Guns, arriving the Day before, by",Experiment,Experiment,p,/TaggedPDF-doc/doc[10]/docBody/p/ship[1]
NDAR_V06_0010,Acteon,"d the whole Fleet from Destruction. The ACTEON , a new Frigate of 28 Guns, it being imp",Acteon,Acteon,p,/TaggedPDF-doc/doc[10]/docBody/p/ship[2]
NDAR_V06_0011,Swan (Sloop),HOMAS MOFFAT [On board H.M. Sloop SWAN ] Thursday Augst 1st [1776] Signal,Swan,Swan,dl,/TaggedPDF-doc/doc[11]/dl/ship
NDAR_V06_0011,Solebay,t with the Army from South Carolina the SOLEBAY Boreas and Armd vessells passed up to t,Solebay,Solebay,p,/TaggedPDF-doc/doc[11]/docBody/p/ship[1]
NDAR_V06_0011,Boreas,he Army from South Carolina the Solebay BOREAS and Armd vessells passed up to the Flee,Boreas,Boreas,p,/TaggedPDF-doc/doc[11]/docBody/p/ship[2]
NDAR_V06_0012,Sally (Sloop),"ods, to 4 Sailors discharged from Sloop SALLY Capt John Ball from St Croix to goe to",Sally,Sally,p,/TaggedPDF-doc/doc[12]/docBody/p/ship
NDAR_V06_0013,Congress (Galley),"ilton commanded the Pennsylvania galley CONGRESS ; Montgomery, the galley Chatham. Their",Congress,Congress,note,/TaggedPDF-doc/doc[13]/note/ship[1]
NDAR_V06_0013,Chatham (Galley),"galley Congress; Montgomery, the galley CHATHAM . Their resignations were accepted. Penn",Chatham,Chatham,note,/TaggedPDF-doc/doc[13]/note/ship[2]
NDAR_V06_0015,Richmond (Brig),"d an account of the capture of the brig RICHMOND , by the Congress, fitted out of this pl",Richmond,Richmond,p,/TaggedPDF-doc/doc[15]/docBody/p[1]/ship[1]
NDAR_V06_0015,Congress,"he capture of the brig Richmond, by the CONGRESS , fitted out of this place. She was boun",Congress,Congress,p,/TaggedPDF-doc/doc[15]/docBody/p[1]/ship[2]
NDAR_V06_0015,Hancock and Adams,"them. That seven ships, one of them the HANCOCK AND ADAMS , with wheat, had arrived at Lisbon from",Hancock and Adams,Hancock and Adams,p,/TaggedPDF-doc/doc[15]/docBody/p[1]/ship[3]
NDAR_V06_0016,Lexin[g]ton (Brig),8 feet Hold. The Dimensions of the Brig LEXIN[G]TON Commd by Capt. Barrey [John Barry] is 5,Lexin[g]ton,Lexin[g]ton,p,/TaggedPDF-doc/doc[16]/docBody/p[1]/ship
NDAR_V06_0017,Virginia (Frigate),"ittee. 3. The Continental frigate VIRGINIA , built at Fell's Point, Baltimore.",Virginia,Virginia,note,/TaggedPDF-doc/doc[17]/note[2]/ship
NDAR_V06_0017,Defence (Ship),", Baltimore. 4. The Maryland ship DEFENCE .",Defence,Defence,note,/TaggedPDF-doc/doc[17]/note[3]/ship
NDAR_V06_0019,Revenge (Schooner),for Necessaries furnished the Schooner REVENGE Capt [William] DeaneーOrdered that a War,Revenge,Revenge,p2,/TaggedPDF-doc/doc[19]/docBody/p2[2]/ship
NDAR_V06_0019,Revenge (Schooner),for Necessaries furnished the Schooner REVENGE Capt [William] DeaneーOrdered that a War,Revenge,Revenge,p2,/TaggedPDF-doc/doc[19]/docBody/p2[3]/ship
NDAR_V06_0019,Liberty (Brig),ount for necessaries furnished the Brig LIBERTY ーOrdered that the Gallies to be Built by,Liberty,Liberty,p2,/TaggedPDF-doc/doc[19]/docBody/p2[5]/ship
NDAR_V06_0019,Manley (Galley),"ournal, 27-28, VSL. 2. The galley MANLEY . 3. See Journal of the Continenta",Manley,Manley,note,/TaggedPDF-doc/doc[19]/note[1]/ship
NDAR_V06_0021,Betsey (Brigantine),ointed to the Command of the Brigantine BETSEY now lying in Edenton Bay and Laden with,Betsey,Betsey,p,/TaggedPDF-doc/doc[21]/docBody/p[1]/ship[1]
NDAR_V06_0021,Betsey (Brigantine),ointed to the Command of the Brigantine BETSEY now lying in Edenton Bay and Laden with,Betsey,Betsey,p,/TaggedPDF-doc/doc[21]/docBody/p[1]/ship[2]
NDAR_V06_0021,Betsey (Brigantine),ointed to the Command of the Brigantine BETSEY now lying in Edenton Bay and Laden with,Betsey,Betsey,p,/TaggedPDF-doc/doc[21]/docBody/p[2]/ship
NDAR_V06_0023,Shark,"6 St. Vincent's, Aug 1. The SHARK man of war, Capt Bennett [sic John Chap",Shark,Shark,p,/TaggedPDF-doc/doc[23]/docBody/p[1]/ship
NDAR_V06_0023,Reprisal,2. Captain Chapman described the REPRISAL 's colors as red and white striped with,Reprisal,Reprisal,note,/TaggedPDF-doc/doc[23]/note[2]/ship
NDAR_V06_0024,Sturdy Beggar,a Privateer Schooner of War call'd the STURDY BEGGAR Whereof Allan Hallet is intended to be,Sturdy Beggar,Sturdy Beggar,p,/TaggedPDF-doc/doc[24]/docBody/p[1]/ship
NDAR_V06_0024,Sturdy Beggar,a Privateer Schooner of War call'd the STURDY BEGGAR Whereof Allan Hallet is intended to be,Sturdy Beggar,Sturdy Beggar,p2,/TaggedPDF-doc/doc[24]/docBody/p2[2]/ship
NDAR_V06_0024,Tyrrannicide,ers taken by John Fisk Commander of the TYRRANNICIDE deliver their Swords into the Hands of,Tyrrannicide,Tyrrannicide,p2,/TaggedPDF-doc/doc[24]/docBody/p2[3]/ship
NDAR_V06_0024,Warren (Schooner),"your Petitioners Owners of the Schooner WARREN , burthen about Seventy Tons, Armed with",Warren,Warren,p2,/TaggedPDF-doc/doc[24]/docBody/p2[4]/ship
NDAR_V06_0024,Warren (Schooner),"your Petitioners Owners of the Schooner WARREN , burthen about Seventy Tons, Armed with",Warren,Warren,p2,/TaggedPDF-doc/doc[24]/docBody/p2[5]/ship
NDAR_V06_0024,Massachusetts (Brigantine),niel Souther Comander of the Brigantine MASSACHUSETTS or his Order the following Articles tak,Massachusetts,Massachusetts,p2,/TaggedPDF-doc/doc[24]/docBody/p2[6]/ship
NDAR_V06_0024,Warren (Schooner),"your Petitioners Owners of the Schooner WARREN , burthen about Seventy Tons, Armed with",Warren,Warren,p2,/TaggedPDF-doc/doc[24]/docBody/p2[7]/ship
NDAR_V06_0024,True American,"ea a Private Schooner of War call'd the TRUE AMERICAN , to be Commanded by Capt Danl Hathorne,",True American,True American,p2,/TaggedPDF-doc/doc[24]/docBody/p2[8]/ship
NDAR_V06_0025,George,"""Commander of the armed ship called the GEORGE , &c."" has libelled the ship called the",George,George,p,/TaggedPDF-doc/doc[25]/docBody/p[1]/ship[1]
NDAR_V06_0025,Queen of England,", &c."" has libelled the ship called the QUEEN OF ENGLAND . We are greatly surprised at his assuia",Queen of England,Queen of England,p,/TaggedPDF-doc/doc[25]/docBody/p[1]/ship[2]
NDAR_V06_0025,George,"""Commander of the armed ship called the GEORGE , &c."" has libelled the ship called the",George,George,p,/TaggedPDF-doc/doc[25]/docBody/p[1]/ship[3]
NDAR_V06_0025,Queen of England,", &c."" has libelled the ship called the QUEEN OF ENGLAND . We are greatly surprised at his assuia",Queen of England,Queen of England,p,/TaggedPDF-doc/doc[25]/docBody/p[1]/ship[4]
NDAR_V06_0025,Peggy (Ship),"y was carried into Marblehead, the Ship PEGGY , commanded by James Kennedy, mounts six",Peggy,Peggy,p,/TaggedPDF-doc/doc[25]/docBody/p[4]/ship[1]
NDAR_V06_0025,Hancock,"or New York, taken by the armed Vessels HANCOCK , Capt. [Samuel] Tucker, and the Frankli",Hancock,Hancock,p,/TaggedPDF-doc/doc[25]/docBody/p[4]/ship[2]
NDAR_V06_0025,Franklin,"Hancock, Capt. [Samuel] Tucker, and the FRANKLIN , Captain [John] Skimmer. She is one of",Franklin,Franklin,p,/TaggedPDF-doc/doc[25]/docBody/p[4]/ship[3]
NDAR_V06_0025,Renown,"ts, under convoy of two men of war, the RENOWN of 50 and the Flora of 20 guns, having",Renown,Renown,p,/TaggedPDF-doc/doc[25]/docBody/p[4]/ship[4]
NDAR_V06_0025,Flora,"wo men of war, the Renown of 50 and the FLORA of 20 guns, having on board a number of",Flora,Flora,p,/TaggedPDF-doc/doc[25]/docBody/p[4]/ship[5]
NDAR_V06_0025,Warren,"Pamp, and John Whitehead. The Privateer WARREN , Capt. Burk, engaged with another of th",Warren,Warren,note,/TaggedPDF-doc/doc[25]/note[2]/ship[1]
NDAR_V06_0025,Unity (Transport),"gagement was with the British transport UNITY , whose captain made the following repor",Unity,Unity,note,/TaggedPDF-doc/doc[25]/note[2]/ship[2]
NDAR_V06_0026,Diamond (Sloop),"REW OF THE RHODE ISLAND PRIVATEER SLOOP DIAMOND Providence August the 2, 1776",Diamond,DIAMOND,aut,/TaggedPDF-doc/doc[26]/title/aut/ship
NDAR_V06_0026,Dimounds (Sloop),Sum uneasyness a Rose amoung the Sloop DIMOUNDS Crue a Bought Thomas Curtis having two,Dimounds,Dimounds,p2,/TaggedPDF-doc/doc[26]/docBody/p2/ship[1]
NDAR_V06_0026,Dimound (Sloop),Sum uneasyness a Rose amoung the Sloop DIMOUND s Crue a Bought Thomas Curtis having two,Dimound,Dimound,p2,/TaggedPDF-doc/doc[26]/docBody/p2/ship[2]
NDAR_V06_0027,Defence (Brigantine),mplements & Furniture of the Brigantine DEFENCE now under his Command for that Purpose,Defence,Defence,p,/TaggedPDF-doc/doc[27]/docBody/p[2]/ship[1]
NDAR_V06_0027,Defence (Brigantine),mplements & Furniture of the Brigantine DEFENCE now under his Command for that Purpose,Defence,Defence,p,/TaggedPDF-doc/doc[27]/docBody/p[2]/ship[2]
NDAR_V06_0027,Endeavour (Sloop),"s and Papers, NLCHS. 2. The sloop ENDEAVOUR , which Esek Hopkins had impressed into",Endeavour,Endeavour,note,/TaggedPDF-doc/doc[27]/note[1]/ship
NDAR_V06_0027,Defence (Brigantine),mplements & Furniture of the Brigantine DEFENCE now under his Command for that Purpose,Defence,Defence,note,/TaggedPDF-doc/doc[27]/note[2]/ship
NDAR_V06_0028,Cerberus (Frigate),"owder, &c. They were both chased by the CERBERUS Frigate, Capt. Simmons [John Symons], b",Cerberus,Cerberus,p,/TaggedPDF-doc/doc[28]/docBody/p[2]/ship
NDAR_V06_0029,Alfred (Ship),HO SERVED ON BOARD THE CONTINENTAL SHIP ALFRED List of Men Ship'd in Connecticut,Alfred,ALFRED,title,/TaggedPDF-doc/doc[29]/title/ship
NDAR_V06_0031,Rose,"JOURNAL OF H.M.S. ROSE , CAPTAIN JAMES WALLACE August 177",Rose,ROSE,title,/TaggedPDF-doc/doc[31]/title/ship
NDAR_V06_0031,Ph[o]enix,"River New York AM Recv'd from the PH[O]ENIX fresh Beef, at 11 weigh'd the Stream An",Ph[o]enix,Ph[o]enix,p2,/TaggedPDF-doc/doc[31]/docBody/p2[1]/ship
NDAR_V06_0031,Phenix,"Sail Steering down the river as did the PHENIX , Tryal & 2 Tenders, at 1/2 past 2 the",Phenix,Phenix,p2,/TaggedPDF-doc/doc[31]/docBody/p2[2]/ship[1]
NDAR_V06_0031,Tryal,"ering down the river as did the Phenix, TRYAL & 2 Tenders, at 1/2 past 2 the Phenix R",Tryal,Tryal,p2,/TaggedPDF-doc/doc[31]/docBody/p2[2]/ship[2]
NDAR_V06_0031,Phenix,"Sail Steering down the river as did the PHENIX , Tryal & 2 Tenders, at 1/2 past 2 the",Phenix,Phenix,p2,/TaggedPDF-doc/doc[31]/docBody/p2[2]/ship[3]
NDAR_V06_0031,Tryal,"ering down the river as did the Phenix, TRYAL & 2 Tenders, at 1/2 past 2 the Phenix R",Tryal,Tryal,p2,/TaggedPDF-doc/doc[31]/docBody/p2[2]/ship[4]
NDAR_V06_0031,Phenix,"Sail Steering down the river as did the PHENIX , Tryal & 2 Tenders, at 1/2 past 2 the",Phenix,Phenix,p2,/TaggedPDF-doc/doc[31]/docBody/p2[2]/ship[5]
NDAR_V06_0031,Phenix,"Sail Steering down the river as did the PHENIX , Tryal & 2 Tenders, at 1/2 past 2 the",Phenix,Phenix,p2,/TaggedPDF-doc/doc[31]/docBody/p2[2]/ship[6]
NDAR_V06_0032,Phoenix,"JOURNAL OF H.M.S. PHOENIX , CAPTAIN HYDE PARKER, JR. August",Phoenix,PHOENIX,title,/TaggedPDF-doc/doc[32]/title/ship
NDAR_V06_0032,Rose,"Unmoor'd Weigh'd and Came to Sail, the ROSE , Tryal & two Tenders in Company, in run",Rose,Rose,p2,/TaggedPDF-doc/doc[32]/docBody/p2[2]/ship[1]
NDAR_V06_0032,Tryal,"r'd Weigh'd and Came to Sail, the Rose, TRYAL & two Tenders in Company, in runing dow",Tryal,Tryal,p2,/TaggedPDF-doc/doc[32]/docBody/p2[2]/ship[2]
NDAR_V06_0033,Phenix,"e Baily, who it is said is on Board the PHENIX , and I suppose was their Guide.",Phenix,Phenix,p,/TaggedPDF-doc/doc[33]/docBody/p[2]/ship
NDAR_V06_0034,Harlequin,"of the private sloop of war called the HARLEQUIN , be, and he hereby is, permitted to pur",Harlequin,Harlequin,p,/TaggedPDF-doc/doc[34]/docBody/p/ship
NDAR_V06_0036,Eagle,"OF AMBROSE SERLE [On board H.M.S. EAGLE ] Friday, 2d. August. Govr. Tryon",Eagle,Eagle,dl,/TaggedPDF-doc/doc[36]/dl/ship
NDAR_V06_0036,Phoenix,", and the Passage be made, but that the PHOENIX & the Rose will give a good Account of",Phoenix,Phoenix,p,/TaggedPDF-doc/doc[36]/docBody/p/ship[1]
NDAR_V06_0036,Rose,"age be made, but that the Phoenix & the ROSE will give a good Account of them.2",Rose,Rose,p,/TaggedPDF-doc/doc[36]/docBody/p/ship[2]
