DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V04_0001,Montreal,L PHILIP SCHUYLER Sir MONTREAL Feby 19th 1776. The paymaster,Montreal,Montreal,dl,/TaggedPDF-doc/text/doc[1]/dl/plc
NDAR_V04_0006,Watertown,"ETTS HOUSE OF REPRESENTATIVES [ WATERTOWN ] Monday, February 19, 1776 Sam",Watertown,Watertown,dl,/TaggedPDF-doc/text/doc[6]/dl/plc
NDAR_V04_0007,Watertown,"JOHN ADAMS [Extract] WATERTOWN , Febry 19th 1776. Yesterday a",Watertown,Watertown,dl,/TaggedPDF-doc/text/doc[7]/dl/plc
NDAR_V04_0009,Providence,NTAL FRIGATES IN RHODE ISLAND [ PROVIDENCE ] Feby 19th 1776 Meeting in bei,Providence,Providence,dl,/TaggedPDF-doc/text/doc[9]/dl/plc
NDAR_V04_0011,New York,"NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Lunae, A.M. Feb. 19th, 1776.",New York,New York,dl,/TaggedPDF-doc/text/doc[11]/dl/plc
NDAR_V04_0013,New York,WASHINGTON [Extract] NEW YORK Feb'ry the 19th 1776 The Ships,New York,New York,dl,/TaggedPDF-doc/text/doc[13]/dl/plc
NDAR_V04_0016,Philadelphia,OHN LANGDON [Extract] PHILADELPHIA Febry 19th 1776 Dear Sir Your,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[16]/dl/plc
NDAR_V04_0018,Baltimore,TO THE MARYLAND SHIP DEFENCE [ BALTIMORE ]Recd Feby 19. 1776 of Capt James Nichol,Baltimore,Baltimore,p3,/TaggedPDF-doc/text/doc[18]/docBody/p3/plc
NDAR_V04_0019,Williamsburg,"VIRGINIA COMMITTEE OF SAFETY [ WILLIAMSBURG ] Monday 19th February, 1776. A",Williamsburg,Williamsburg,dl,/TaggedPDF-doc/text/doc[19]/dl/plc
NDAR_V04_0030,Watertown,"ETTS HOUSE OF REPRESENTATIVES [ WATERTOWN ] Tuesday, February 20, 1776. T",Watertown,Watertown,dl,/TaggedPDF-doc/text/doc[30]/dl/plc
NDAR_V04_0033,New York,"NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Martis, 10 HO. A.M. Feby. 20th, 17",New York,New York,dl,/TaggedPDF-doc/text/doc[33]/dl/plc
NDAR_V04_0034,Philadelphia,"L OF THE CONTINENTAL CONGRESS [ PHILADELPHIA ] Tuesday, February 20, 1776 Th",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[34]/dl/plc
NDAR_V04_0035,Philadelphia,DIARY OF RICHARD SMITH [ PHILADELPHIA ] Tuesday 20 [February]. [Samue,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[35]/dl/plc
NDAR_V04_0047,Providence,NTAL FRIGATES IN RHODE ISLAND [ PROVIDENCE ] Feby 21st 1776 Meeting in bei,Providence,Providence,dl,/TaggedPDF-doc/text/doc[47]/dl/plc
NDAR_V04_0048,New York,"NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Mercurii 10 HO. A.M: Feb. 21st, 17",New York,New York,dl,/TaggedPDF-doc/text/doc[48]/dl/plc
NDAR_V04_0051,Philadelphia,SIAH BARTLETT TO JOHN LANGDON [ PHILADELPHIA ] Febry 21st [1776] last Evenin,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[51]/dl/plc
NDAR_V04_0052,Philadelphia,", WEDNESDAY, FEBRUARY 21, 1776 PHILADELPHIA , February 21. The Antigua Gaze",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[52]/dl/plc
NDAR_V04_0064,New York,"NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Jovis, HO. A.M. Feby 22nd, 1776.",New York,New York,dl,/TaggedPDF-doc/text/doc[64]/dl/plc
NDAR_V04_0065,Philadelphia,In Committee of Secret Correspondence [ PHILADELPHIA ] Febry 22nd 1776 AgreedThat,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[65]/dl/plc
NDAR_V04_0080,Providence,"ONATHAN TRUMBULL Sir, PROVIDENCE February 23d 1776 This Letter",Providence,Providence,dl,/TaggedPDF-doc/text/doc[80]/dl/plc
NDAR_V04_0081,Providence,NTAL FRIGATES IN RHODE ISLAND [ PROVIDENCE ] Feby 23d 1776 Meeting in bein,Providence,Providence,dl,/TaggedPDF-doc/text/doc[81]/dl/plc
NDAR_V04_0085,New York,"NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Veneris, 10 HO. A.M. Feby. 23rd, 1",New York,New York,dl,/TaggedPDF-doc/text/doc[85]/dl/plc
NDAR_V04_0088,Philadelphia,DIARY OF RICHARD SMITH [ PHILADELPHIA ] Friday 23 Feb. [Samuel] Ward,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/text/doc[88]/dl/plc
NDAR_V04_0094,Wilmington,AL CONGRESS [Extract] WILMINGTON 23rd Febry 1776 Gentlemen On,Wilmington,Wilmington,dl,/TaggedPDF-doc/text/doc[94]/dl/plc
NDAR_V04_0101,Watertown,"JOHN HANCOCK Dear sir WATERTOWN Feby 24, 1776 This will be han",Watertown,Watertown,dl,/TaggedPDF-doc/text/doc[101]/dl/plc
NDAR_V04_0102,Boston,"RAL WILLIAM HOWE Sir, BOSTON 24th February 1776. Herewith I",Boston,Boston,dl,/TaggedPDF-doc/text/doc[102]/dl/plc
NDAR_V04_0103,Boston,"LYNEUX SHULDHAM Copy/ BOSTON , 24th February 1776.ー Sir, I b",Boston,Boston,dl,/TaggedPDF-doc/text/doc[103]/dl/plc
