DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V04_0001,"Wooster, Brigadier General David",BRIGADIER GENERAL DAVID WOOSTER TO MAJOR GENERAL PHILIP SCHUYLER,Brigadier General David Wooster,BRIGADIER GENERAL DAVID WOOSTER,title,/TaggedPDF-doc/text/doc[1]/title/aut
NDAR_V04_0002,"Perkins, Simeon","DIARY OF SIMEON PERKINS , LIVERPOOL, NOVA SCOTIA Monday",Simeon Perkins,SIMEON PERKINS,title,/TaggedPDF-doc/text/doc[2]/title/aut
NDAR_V04_0003,"Bishop, Thomas","JOURNAL OF H.M.S. LIVELY, CAPTAIN THOMAS BISHOP Febry 1776 Mondy 19 Pidgeon Hi",Thomas Bishop,THOMAS BISHOP,title,/TaggedPDF-doc/text/doc[3]/title/aut
NDAR_V04_0004,"Safety, Salem Committee of",SALEM COMMITTEE OF SAFETY TO THE MASSACHUSETTS COUNCIL C,Salem Committee of Safety,SALEM COMMITTEE OF SAFETY,title,/TaggedPDF-doc/text/doc[4]/title/aut
NDAR_V04_0005,"Committee, Salem",REPORT OF SALEM COMMITTEE UPON THE SLOOP RAINBOW At a Me,Salem Committee,SALEM COMMITTEE,title,/TaggedPDF-doc/text/doc[5]/title/aut
NDAR_V04_0006,"Representatives, Massachusetts House of","JOURNAL OF THE MASSACHUSETTS HOUSE OF REPRESENTATIVES [Watertown] Monday, February 1",Massachusetts House of Representatives,MASSACHUSETTS HOUSE OF REPRESENTATIVES,title,/TaggedPDF-doc/text/doc[6]/title/aut
NDAR_V04_0007,"Palmer, Joseph",JOSEPH PALMER TO JOHN ADAMS [Extract],Joseph Palmer,JOSEPH PALMER,title,/TaggedPDF-doc/text/doc[7]/title/aut
NDAR_V04_0008,"Quincy, Josiah",JOSIAH QUINCY TO GEORGE WASHINGTON [Extract],Josiah Quincy,JOSIAH QUINCY,title,/TaggedPDF-doc/text/doc[8]/title/aut
NDAR_V04_0009,"Island, Committee Appointed to Build Two Continental Frigates in Rhode",JOURNAL OF THE COMMITTEE APPOINTED TO BUILD TWO CONTINENTAL FRIGATES IN RHODE ISLAND [Providence] Feby 19th 1776,Committee Appointed to Build Two Continental Frigates in Rhode Island,COMMITTEE APPOINTED TO BUILD TWO CONTINENTAL FRIGATES IN RHODE ISLAND,title,/TaggedPDF-doc/text/doc[9]/title/aut
NDAR_V04_0011,"Congress, New York Provincial","JOURNAL OF THE NEW YORK PROVINCIAL CONGRESS [New York] Die Lunae, A.M. Feb",New York Provincial Congress,NEW YORK PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[11]/title/aut
NDAR_V04_0013,"Lee, General Charles (Major)",MAJOR GENERAL CHARLES LEE TO GEORGE WASHINGTON [Extract],Major General Charles Lee,MAJOR GENERAL CHARLES LEE,title,/TaggedPDF-doc/text/doc[13]/title/aut
NDAR_V04_0014,"Jr., Hyde Parker,","JOURNAL OF H.M.S. PHOENIX, CAPTAIN HYDE PARKER, JR. February 1776 Monday 19th Moor","Hyde Parker, Jr.","HYDE PARKER, JR.",title,/TaggedPDF-doc/text/doc[14]/title/aut
NDAR_V04_0015,"Deane, Silas",CONTRACT OF SILAS DEANE AND OTHERS WITH THE SECRET COMMITTEE OF,Silas Deane,SILAS DEANE,title,/TaggedPDF-doc/text/doc[15]/title/aut[1]
NDAR_V04_0015,Others,CONTRACT OF SILAS DEANE AND OTHERS WITH THE SECRET COMMITTEE OF THE CONTIN,Others,OTHERS,title,/TaggedPDF-doc/text/doc[15]/title/aut[2]
NDAR_V04_0016,"Bartlett, Josiah",JOSIAH BARTLETT TO JOHN LANGDON [Extract],Josiah Bartlett,JOSIAH BARTLETT,title,/TaggedPDF-doc/text/doc[16]/title/aut
NDAR_V04_0017,"Committee, Baltimore",MINUTES OF THE BALTIMORE COMMITTEE At a Meeting of the Committee,Baltimore Committee,BALTIMORE COMMITTEE,title,/TaggedPDF-doc/text/doc[17]/title/aut
NDAR_V04_0019,"Safety, Virginia Committee of",MINUTES OF THE VIRGINIA COMMITTEE OF SAFETY [Williamsburg] Monday 19th Feb,Virginia Committee of Safety,VIRGINIA COMMITTEE OF SAFETY,title,/TaggedPDF-doc/text/doc[19]/title/aut
NDAR_V04_0020,"Page, John",JOHN PAGE TO RICHARD HENRY LEE Dear Sir,John Page,JOHN PAGE,title,/TaggedPDF-doc/text/doc[20]/title/aut
NDAR_V04_0021,"Hamond, Andrew Snape","CAPTAIN ANDREW SNAPE HAMOND , R.N., TO CAPTAIN JAMES MONTAGU, H.M.S.",Andrew Snape Hamond,ANDREW SNAPE HAMOND,title,/TaggedPDF-doc/text/doc[21]/title/aut
NDAR_V04_0022,"Congress, South Carolina Provincial","JOURNAL OF THE SOUTH CAROLINA PROVINCIAL CONGRESS [Charleston] Monday, February",South Carolina Provincial Congress,SOUTH CAROLINA PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[22]/title/aut
NDAR_V04_0023,"Wright, Sir James",GOVERNOR SIR JAMES WRIGHT TO JAMES EDWARD POWELL [Extrac,Sir James Wright,SIR JAMES WRIGHT,title,/TaggedPDF-doc/text/doc[23]/title/aut
NDAR_V04_0024,"Barkley, Andrew","CAPTAIN ANDREW BARKLEY , R.N., TO GOVERNOR SIR JAMES WRIGHT",Andrew Barkley,ANDREW BARKLEY,title,/TaggedPDF-doc/text/doc[24]/title/aut
NDAR_V04_0025,"Thornbrough, Edward","JOURNAL OF H.M. SLOOP TAMAR, CAPTAIN EDWARD THORNBROUGH February 1776 [Monday] 19 Rive",Edward Thornbrough,EDWARD THORNBROUGH,title,/TaggedPDF-doc/text/doc[25]/title/aut
NDAR_V04_0026,"Mackenzie, Thomas","JOURNAL OF H.M. SLOOP HUNTER, CAPTAIN THOMAS MACKENZIE Feb 1776 Tuesday 20 Remarks &c",Thomas Mackenzie,THOMAS MACKENZIE,title,/TaggedPDF-doc/text/doc[26]/title/aut
NDAR_V04_0027,"Bulkeley, Richard",RICHARD BULKELEY TO JAMES LAW Sir. Sec,Richard Bulkeley,RICHARD BULKELEY,title,/TaggedPDF-doc/text/doc[27]/title/aut
NDAR_V04_0028,"Wardwell, Jeremiah",DEPOSITION OF JEREMIAH WARDWELL The Deposition of Jeremiah War,Jeremiah Wardwell,JEREMIAH WARDWELL,title,/TaggedPDF-doc/text/doc[28]/title/aut
NDAR_V04_0029,"Hooper, Stephen","STEPHEN HOOPER TO COATES & REYNELL, PHILADELPHIA",Stephen Hooper,STEPHEN HOOPER,title,/TaggedPDF-doc/text/doc[29]/title/aut
NDAR_V04_0030,"Representatives, Massachusetts House of","JOURNAL OF THE MASSACHUSETTS HOUSE OF REPRESENTATIVES [Watertown] Tuesday, February",Massachusetts House of Representatives,MASSACHUSETTS HOUSE OF REPRESENTATIVES,title,/TaggedPDF-doc/text/doc[30]/title/aut
NDAR_V04_0032,"Schuyler, General Philip (Major)",MAJOR GENERAL PHILIP SCHUYLER TO JOHN HANCOCK [Extract],Major General Philip Schuyler,MAJOR GENERAL PHILIP SCHUYLER,title,/TaggedPDF-doc/text/doc[32]/title/aut
NDAR_V04_0033,"Congress, New York Provincial","JOURNAL OF THE NEW YORK PROVINCIAL CONGRESS [New York] Die Martis, 10 HO.",New York Provincial Congress,NEW YORK PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[33]/title/aut
NDAR_V04_0034,"Congress, Continental","JOURNAL OF THE CONTINENTAL CONGRESS [Philadelphia] Tuesday, Februa",Continental Congress,CONTINENTAL CONGRESS,title,/TaggedPDF-doc/text/doc[34]/title/aut
NDAR_V04_0035,"Smith, Richard",DIARY OF RICHARD SMITH [Philadelphia] Tuesday 20 [Feb,Richard Smith,RICHARD SMITH,title,/TaggedPDF-doc/text/doc[35]/title/aut
NDAR_V04_0036,"Safety, Pennsylvania Committee of",MINUTES OF THE PENNSYLVANIA COMMITTEE OF SAFETY In Committee of Safety. Philad,Pennsylvania Committee of Safety,PENNSYLVANIA COMMITTEE OF SAFETY,title,/TaggedPDF-doc/text/doc[36]/title/aut
NDAR_V04_0037,"Page, John",JOHN PAGE TO RICHARD HENRY LEE Dear Sirー,John Page,JOHN PAGE,title,/TaggedPDF-doc/text/doc[37]/title/aut
NDAR_V04_0038,"Hamond, Andrew Snape","CAPTAIN ANDREW SNAPE HAMOND , R.N., TO CAPTAIN ALEXANDER GRAEME, H.M",Andrew Snape Hamond,ANDREW SNAPE HAMOND,title,/TaggedPDF-doc/text/doc[38]/title/aut
NDAR_V04_0040,"Safety, South Carolina Council of","MINUTES OF THE SOUTH CAROLINA COUNCIL OF SAFETY In the Council of Safety, [Cha",South Carolina Council of Safety,SOUTH CAROLINA COUNCIL OF SAFETY,title,/TaggedPDF-doc/text/doc[40]/title/aut
NDAR_V04_0041,"Barkley, Andrew","JOURNAL OF H.M.S. SCARBOROUGH, CAPTAIN ANDREW BARKLEY Feby '76 Monday 19th Moored in",Andrew Barkley,ANDREW BARKLEY,title,/TaggedPDF-doc/text/doc[41]/title/aut
NDAR_V04_0042,"Surgeons, Three British Army",DEPOSITION OF THREE BRITISH ARMY SURGEONS Antigua.Be it known unto all M,Three British Army Surgeons,THREE BRITISH ARMY SURGEONS,title,/TaggedPDF-doc/text/doc[42]/title/aut
NDAR_V04_0043,"Washington, George",GEORGE WASHINGTON TO JOHN HANCOCK [Cambridge] Fe,George Washington,GEORGE WASHINGTON,title,/TaggedPDF-doc/text/doc[43]/title/aut
NDAR_V04_0044,"Talbot, George","JOURNAL OF H.M.S. NIGER, CAPTAIN GEORGE TALBOT Febry 1776 At Single Anchor in",George Talbot,GEORGE TALBOT,title,/TaggedPDF-doc/text/doc[44]/title/aut
NDAR_V04_0045,"Waterman, John",CERTIFICATE OF CAPTAIN JOHN WATERMAN Nantucket Febry 21. 1776ー,John Waterman,JOHN WATERMAN,title,/TaggedPDF-doc/text/doc[45]/title/aut
NDAR_V04_0046,"Potter, Rufus","""MANIFEST OF SLOOP DIANNA'S CARGO RUFUS POTTER MASR"" 1776 Feby 21",Rufus Potter,RUFUS POTTER,title,/TaggedPDF-doc/text/doc[46]/title/aut
NDAR_V04_0047,"Island, Committee Appointed to Build Two Continental Frigates in Rhode",JOURNAL OF THE COMMITTEE APPOINTED TO BUILD TWO CONTINENTAL FRIGATES IN RHODE ISLAND [Providence] Feby 21st 1776,Committee Appointed to Build Two Continental Frigates in Rhode Island,COMMITTEE APPOINTED TO BUILD TWO CONTINENTAL FRIGATES IN RHODE ISLAND,title,/TaggedPDF-doc/text/doc[47]/title/aut
NDAR_V04_0048,"Congress, New York Provincial",JOURNAL OF THE NEW YORK PROVINCIAL CONGRESS [New York] Die Mercurii 10 HO.,New York Provincial Congress,NEW YORK PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[48]/title/aut
NDAR_V04_0049,"Vandeput, George","JOURNAL OF H.M.S. ASIA, CAPTAIN GEORGE VANDEPUT February 1776 Wednesdy 21 Moor",George Vandeput,GEORGE VANDEPUT,title,/TaggedPDF-doc/text/doc[49]/title/aut
NDAR_V04_0050,"Congress, New Jersey Provincial","JOURNAL OF THE NEW JERSEY PROVINCIAL CONGRESS [New Brunswick] Wednesday, Feb",New Jersey Provincial Congress,NEW JERSEY PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[50]/title/aut
NDAR_V04_0051,"Bartlett, Josiah",JOSIAH BARTLETT TO JOHN LANGDON [Philadelphia],Josiah Bartlett,JOSIAH BARTLETT,title,/TaggedPDF-doc/text/doc[51]/title/aut
NDAR_V04_0053,"Parker, James",JAMES PARKER TO CHARLES STEWART [Extract],James Parker,JAMES PARKER,title,/TaggedPDF-doc/text/doc[53]/title/aut
NDAR_V04_0054,"Safety, South Carolina Council of","MINUTES OF THE SOUTH CAROLINA COUNCIL OF SAFETY In the Council of Safety, [Cha",South Carolina Council of Safety,SOUTH CAROLINA COUNCIL OF SAFETY,title,/TaggedPDF-doc/text/doc[54]/title/aut
NDAR_V04_0055,"Langdon, John",JOHN LANGDON TO THE NEW HAMPSHIRE COMMITTEE OF SAFET,John Langdon,JOHN LANGDON,title,/TaggedPDF-doc/text/doc[55]/title/aut
NDAR_V04_0057,"Bradford, John",ESTIMATE OF LOSS SUSTAINED BY JOHN BRADFORD IN A CARGO SEIZED BY A BRITISH CRUIZER,John Bradford,JOHN BRADFORD,title,/TaggedPDF-doc/text/doc[57]/title/aut
NDAR_V04_0061,"Watson, William",WILLIAM WATSON TO GEORGE WASHINGTON Sir,William Watson,WILLIAM WATSON,title,/TaggedPDF-doc/text/doc[61]/title/aut
NDAR_V04_0062,"Vernon, William","WILLIAM VERNON TO JOSIAH HEWES, PHILADELPHIA",William Vernon,WILLIAM VERNON,title,/TaggedPDF-doc/text/doc[62]/title/aut
NDAR_V04_0063,"Lee, General Charles (Major)",MAJOR GENERAL CHARLES LEE TO JOHN HANCOCK [Extract],Major General Charles Lee,MAJOR GENERAL CHARLES LEE,title,/TaggedPDF-doc/text/doc[63]/title/aut
NDAR_V04_0064,"Congress, New York Provincial","JOURNAL OF THE NEW YORK PROVINCIAL CONGRESS [New York] Die Jovis, HO. A.M.",New York Provincial Congress,NEW YORK PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[64]/title/aut
NDAR_V04_0065,"Correspondence, Committte of Foreign","""PROCEEDINGS OF THE COMMITTTE OF FOREIGN CORRESPONDENCE SENDING S. DE[ANE] TO FRANCE""",Committte of Foreign Correspondence,COMMITTTE OF FOREIGN CORRESPONDENCE,title,/TaggedPDF-doc/text/doc[65]/title/aut
NDAR_V04_0067,"Montagu, James","RNAL OF H.M. SLOOP KINGSFISHER, CAPTAIN JAMES MONTAGU February 1776 Thursday 22 At [",James Montagu,JAMES MONTAGU,title,/TaggedPDF-doc/text/doc[67]/title/aut
NDAR_V04_0068,"Laurens, Henry",HENRY LAURENS TO CAPTAIN SIMON TUFTS In the,Henry Laurens,HENRY LAURENS,title,/TaggedPDF-doc/text/doc[68]/title/aut
NDAR_V04_0069,"Laurens, Henry",HENRY LAURENS TO NOBLE WIMBERLY JONES AND OTHERS,Henry Laurens,HENRY LAURENS,title,/TaggedPDF-doc/text/doc[69]/title/aut
NDAR_V04_0070,"Congress, South Carolina Provincial","JOURNAL OF THE SOUTH CAROLINA PROVINCIAL CONGRESS [Charleston] Thursday, Februar",South Carolina Provincial Congress,SOUTH CAROLINA PROVINCIAL CONGRESS,title,/TaggedPDF-doc/text/doc[70]/title/aut
NDAR_V04_0071,"Begozzat, Pierre",PIERRE BEGOZZAT TO GOVERNOR NICHOLAS COOKE Sir,Pierre Begozzat,PIERRE BEGOZZAT,title,/TaggedPDF-doc/text/doc[71]/title/aut
NDAR_V04_0072,"Safety, New Hampshire Committee of","MINUTES OF THE NEW HAMPSHIRE COMMITTEE OF SAFETY [Portsmouth] Fryday, 23d [Febr",New Hampshire Committee of Safety,NEW HAMPSHIRE COMMITTEE OF SAFETY,title,/TaggedPDF-doc/text/doc[72]/title/aut
NDAR_V04_0073,"Weare, Meshech",MESHECH WEARE TO JOHN LANGDON Sir E,Meshech Weare,MESHECH WEARE,title,/TaggedPDF-doc/text/doc[73]/title/aut
NDAR_V04_0074,"Hooper, Stephen","STEPHEN HOOPER TO COATES & REYNELL, PHILADELPHIA",Stephen Hooper,STEPHEN HOOPER,title,/TaggedPDF-doc/text/doc[74]/title/aut
NDAR_V04_0075,"Derby, Elias Hasket",ELIAS HASKET DERBY TO CAPTAIN ALLEN HALLET Capt H,Elias Hasket Derby,ELIAS HASKET DERBY,title,/TaggedPDF-doc/text/doc[75]/title/aut
NDAR_V04_0076,"Derby, Elias Hasket",ELIAS HASKET DERBY TO NATHANIEL SILSBEE Salem [23,Elias Hasket Derby,ELIAS HASKET DERBY,title,/TaggedPDF-doc/text/doc[76]/title/aut
NDAR_V04_0077,"Gates, Brigadier General Horatio",BRIGADIER GENERAL HORATIO GATES TO BENJAMIN FRANKLIN Dear Sir,Brigadier General Horatio Gates,BRIGADIER GENERAL HORATIO GATES,title,/TaggedPDF-doc/text/doc[77]/title/aut
NDAR_V04_0078,"Jr., Nathan Grear,","NATHAN GREAR, JR. , TO NICHOLAS AND JOHN BROWN, PROVIDENCE","Nathan Grear, Jr.","NATHAN GREAR, JR.",title,/TaggedPDF-doc/text/doc[78]/title/aut
NDAR_V04_0080,"Cooke, Nicholas",GOVERNOR NICHOLAS COOKE TO GOVERNOR JONATHAN TRUMBULL,Nicholas Cooke,NICHOLAS COOKE,title,/TaggedPDF-doc/text/doc[80]/title/aut
NDAR_V04_0081,"Island, Committee Appointed to Build Two Continental Frigates in Rhode",JOURNAL OF THE COMMITTEE APPOINTED TO BUILD TWO CONTINENTAL FRIGATES IN RHODE ISLAND [Providence] Feby 23d 1776,Committee Appointed to Build Two Continental Frigates in Rhode Island,COMMITTEE APPOINTED TO BUILD TWO CONTINENTAL FRIGATES IN RHODE ISLAND,title,/TaggedPDF-doc/text/doc[81]/title/aut
NDAR_V04_0082,"Meeting, Newport Town",MEMORIAL OF THE NEWPORT TOWN MEETING TO THE RHODE ISLAND GENERAL ASSEMBLY,Newport Town Meeting,NEWPORT TOWN MEETING,title,/TaggedPDF-doc/text/doc[82]/title/aut
NDAR_V04_0083,"Safety, Connecticut Council of",MINUTES OF THE CONNECTICUT COUNCIL OF SAFETY [At a Meeting of the Governor,Connecticut Council of Safety,CONNECTICUT COUNCIL OF SAFETY,title,/TaggedPDF-doc/text/doc[83]/title/aut
