Brig Geddis	PERSON	,
John Harrison	PERSON	, Master , 50 tons , 7 men , for
J. Aselby	PERSON	, in which was enclosed my acct , Current , Nt .
Tobo	PERSON	.
Bill	PERSON	in favor of Mr.
Chs	PERSON	.
Duncan	PERSON	amounting to 8-15-6 , which I doubt not will be duely Honour 'd .
Aselby	PERSON	in his Loading .
Tobo	PERSON	.
Theodorick Bland	PERSON	-LRB- 1742-1790 -RRB- , retired physician and
Honble Lord North	PERSON	,
John Tabb	PERSON	, a Mercht in a
Nathaniel Burns	PERSON	Inspector in
Mili	PERSON	-RSB- tary Chastisement & Severest con -LSB- sequences . -RSB-
-LSB- Philip -RSB- Stephens	PERSON	, 2 by the
Scarborough	PERSON	, the Admiral ... received directions for intercepting and securing any Gunpowder Arms or Ammunition , which might be attempted to be imported into
Canceaux	PERSON	were ordered to get ready for Sea .
Graves	PERSON	's Conduct , MassHS Transcript .
Philip Stephens	PERSON	, -LRB- 1725-1809 -RRB- , Secretary of the British Admiralty .
Barclay	PERSON	arrived here from
Gage	PERSON	: 1 Capt.
Barclay	PERSON	left
Thomas Gage	PERSON	-LRB- 1721-1787 -RRB- , commissioned Captain General and Governor in Chief of His Majesty 's Province of
JOHN BARKER	PERSON	1 -LSB-
Pitcairne	PERSON	on board and part of a reinforcement of 460 Marines , exclusive of the Complement of the Ship .
John Barker	PERSON	, The British in
John Barker	PERSON	of the King 's Own Regiment from November 15 , 1774 to May 31 , 1776 ; With Notes by
Elizabeth Ellery Dana	PERSON	-LRB-
Barker	PERSON	, Diary .
Samuel Purviance	PERSON	as Chairman , and
William Smith	PERSON	as a deputy Chairman , to be continued as such ; and they also chose Doctor
John Boyd	PERSON	as Clerk .
Captn Charles Reiley	PERSON	of the Ship
Charles	PERSON	, from
Cape Henry	PERSON	, and that he came to an Anchor the same Day in
Captn James Thomas of the Ship William	PERSON	from
William Smith	PERSON	,
James Cheston	PERSON	,
David Mitchell	PERSON	,
William Neill	PERSON	,
Christopher Johnston	PERSON	, and
David M'Lure	PERSON	.
Captn Robert Johnston	PERSON	of the Ship Elizabeth from
Hercules Courtenay	PERSON	and Captn .
George Woolsey	PERSON	, who are appointed by the
Captn	PERSON	the first Cost and charges of said Goods , out of the Produce of the Sales , the remainder , if any , to be accounted for to the
Johnston	PERSON	's cargo was followed with all subsequent arrivals after December 1 , 1774 ー the
Joseph Nightingale	PERSON	, 3 be , and he is hereby , appointed to see the same done .
Joseph Nightingale	PERSON	; who is hereby directed to keep the cannon , ball , & c. in his possession , until further orders from this Assembly .
Thomas Cushing	PERSON	,
John Russell Bartlett	PERSON	, ed. , Records of the Colony of
Bartlett	PERSON	, ed. , Records of
Clark	PERSON	& Nightingale .
SAMUEL	PERSON	GRAVES TO GENERAL
THOMAS GAGE	PERSON	1 Sir
Preston Boston	PERSON	10 decem .
Sam	PERSON	l Graves 1 .
JOHN BARKER	PERSON	1 -LSB-
Glasgow Sloop	PERSON	of War from
Barker	PERSON	, Diary , 10 .
St. J ames	PERSON	's , the 19th Day of October , 1774 .
Mansfield Earl	PERSON	of
Majesty King George the Second	PERSON	, intituled , `` An Act to impower his Majesty to prohibit the
Law	PERSON	for impowering his Majesty to prohibit the Exportation of Gunpowder , or any Sort of Arms or Ammunition , and also to impower his Majesty to restrain the carrying coastwise of
Master-General of the Ordnance	PERSON	for his
G. CHETWYND	PERSON	.
William Legge	PERSON	, second Earl of
William Henry Zuylestein	PERSON	,
Henry Howard	PERSON	, 12th Earl of
George	PERSON	, 4th
Viscount Townshend	PERSON	-LRB- 1747-1807 -RRB- ;
William Murray	PERSON	, 1st Earl of
Frederick	PERSON	, Lord North -LRB- 1732-1792 -RRB- , the Prime Minister . ''
James Clarke	PERSON	, Master , bound for
Lewis Burwell	PERSON	, the
Diana Capt Authven	PERSON	, master , from
W. L. Saunders	PERSON	, comp. , The
Saunders	PERSON	, comp. , Records of
WILLIAM MALTBY	PERSON	, R.N. , TO VICE ADMIRAL SAMUEL GRAVES 1 -LRB- Copy -RRB-
Ebenezer Dickinson	PERSON	1 .
-LSB- George -RSB- Dawson	PERSON	in the Hopes Tender was immediately ordered to her Assistance and to acquaint her Captain that every Help possible should follow ; and accordingly a large
Wood Sloop	PERSON	with a Lieutenant petty Officers and 40 men with necessary
Geer	PERSON	sailed in the Night .
JAMES BEEKMAN	PERSON	TO
Couper	PERSON	.
John Walker	PERSON	at
Gerard	PERSON	and the other half on my own account .
Couper	PERSON	as per Invoice .
Fluyder Marsh	PERSON	and
Hudson	PERSON	ballance in my favour # 82.1.4 which I have examined and found correct and have past the same to the Debit of your account .
Philip L. White	PERSON	, ed. , The Beekman Mercantile Papers , 1746-1799 -LRB-
White	PERSON	, ed. , Beekman Papers .
Lord Dartmouth	PERSON	, Secretary of
WILLIAM MALTBY	PERSON	, R.N. TO VICE ADMIRAL SAMUEL GRAVES 1 -LRB- Copy -RRB-
-LSB- Ebenezer -RSB- Dickinson	PERSON	, Lieutenant -LSB-
Alexander	PERSON	-RSB- Gr -LSB- a -RSB- eme is arrived in the Sloop ; Lieutenant -LSB-
Joseph -RSB- Nunn	PERSON	in the
William -RSB- Lechmere	PERSON	by Land ; You may be assured I shall lose no time or Opportunity in doing everything in my power for the Preservation of the Ship , an able
Carpenter	PERSON	with two or three of that Profession would be of great Service in constructing a Rudder of this Plan .
H.M.S. Rose	PERSON	, 20 guns and 130 men , Captain
James Wallace	PERSON	.
JAMES WALLACE	PERSON	, R.N. TO VICE ADMIRAL SAMUEL GRAVES 1 -LRB- Copy -RRB- Rose ,
Pounders	PERSON	, fourteen six
Pounders	PERSON	, and six four
Pounders	PERSON	-LRB- the latter they say , formerly belonged to a Province Sloop they had here -RRB- and conveyed them to
Wanton	PERSON	.
Wallace Inclosed	PERSON	is the State and Condition of His Majs Ship Rose 1 .
Joseph Wanton	PERSON	.
James Ayscough	PERSON	, weighed Anchor for
Lady Gage	PERSON	, Captain -LSB-
Thomas -RSB- Mesnard	PERSON	, that arrived here last Friday Night -LSB- December 9 -RSB- has a tolerable Cargo on board .
HENRY LAURENS	PERSON	TO
JOHN LAURENS	PERSON	,
Pringle	PERSON	in Capt White .
Soward	PERSON	of the Bar which converted the fair into an adverse Wind & gave us the trouble of two Days beating up ー In the Evening of the Second an unskilful young Man was put on board our Vessel in Character of a Pilot & he took upon himself the charge of conducting her the next day into this Harbour but an hour before Midnight I felt a violent Shock in Bed which awoke & started me up ー Gracious God Said I , surely the Vessel struck Ground this Instant or I dreamt So , the murmur was Scarcely expressed , when I heard the Captain 's Voice , Oh , I Shall loose my Ship , My Dear Mr
Laurens I Shall	PERSON	loose my Ship !
Talbot	PERSON	& his Brother the Mate both active Seamen admonished them to be Steady not alarmed ー the pilot I comforted dont be frighted pilot by the accident ー recollect your Self , think where we are & for means of getting us off again if possible ー I ran below & brought up two
Boatswain	PERSON	to hoist them on the Ensign Staff to Shew our distress to Vessels which were following us in order to claim their Aid as well as to caution one in particular which was very near & coming hastily into the Same danger , this Step had the good effect of turning that Vessel instantly back again , in the mean time Master
Talbot	PERSON	his Brother & the sober young fellows under them were acting their parts with judgement & boldness ー do this ー do that
Said Talbot	PERSON	& he was obeyed , the Ship Struck about eleven times , the Scene was awful , a high Wind , excessively Cold thumping admist Breakers on a
Rose	PERSON	's Wharf where I landed & preceeded immediately to this House ... I have only learned Since my arrival what I Suppose you have known for a Month past I mean of our American public affairs , that the Inhabitants of 12
Henry Laurens Letter Book	PERSON	, 1774-1775 ,
Reuben Hawes	PERSON	, master , having arrived in this province since the 1st instant , with twenty-three pipes of
Messrs James Dice	PERSON	and
Anthony Stewart	PERSON	, and another pipe the property of Dr.
George Stewart	PERSON	, shipped the 5th day of October last ; and Mr.
Stewart	PERSON	requesting that the said wines should be sold under the direction of the committee , according to the tenth article of the -LSB-
John Duckett	PERSON	, clerk of committee 1 .
COCHRAN	PERSON	COMMANDER OF WILLIAM & MARY CASTLE IN NEW-HAMPSHIRE TO GOVERNOR -LSB- JOHN -RSB-
Cochran	PERSON	's letter was enclosed in
John Wentworth	PERSON	's letter of the same date .
JOHN WENTWORTH	PERSON	, GOVERNOR OF
Paul Rivere	PERSON	2 arrived in this
Saml	PERSON	.
Castle William	PERSON	and
Mary	PERSON	at the Entrance of this Harbour & forcibly took Possession thereof notwithstanding the best Defence that could be made by Capt. -LSB-
John -RSB- Cochran	PERSON	-LRB- whose Conduct has been extremly laudable as You will see by the Inclosed Copy of His Letter -RRB- and by Violence carried away upwards of one hundred barrells of Powder belonging to the King deposited in the Castle ー I am informed that Expresses have been circulated through the neighboring Towns to collect a number of People tomorrow or as soon as possible to carry away all the Cannon & Arms belonging to the Castle , which they will undoubtedly effect unless Assistance should arrive from
Rivere	PERSON	and the Dispatch he brought with him before which all was perfectly quiet & peaceable in the Place .
J. Wentworth	PERSON	1 .
Gage	PERSON	, is in the Gage Papers , CL .
Paul Revere	PERSON	-LRB- 1734-1818 -RRB- , whose more famous ride on April 18 , 1775 , has been celebrated in history , song , story and poetry .
Wentworth	PERSON	probably meant to write `` inability , '' the word he used seems most apropos to the affair .
Wentworth	PERSON	referred to .
James Rivington	PERSON	's
JOHN DICKINSON	PERSON	1 -LSB- Extract -RSB- Westerly -LSB-
Scarborough	PERSON	, received by Express on Wednesday Evening last -LSB- December 7 -RSB- and next Morning laid before the
-LSB- Thomas -RSB- Cushing	PERSON	to be communicated to the -LSB-
Samuel Ward	PERSON	Papers , RIHS .
NATHANIEL SHAW	PERSON	, JR. , TO ELIPHALET DYER 1 -LSB- Extract -RSB-
Jedediah -RSB- Huntington	PERSON	and Coln -LSB-
Joseph -RSB- Spencer	PERSON	2 were in Town and they both seem 'd to be much in the opinion of the Necessity of sending for it Imediately , if it Should take with the
Nathl Shaw Jun	PERSON	r 1 .
Dyer	PERSON	-LSB- 1721-1807 -RSB-
Hereld Blackmore	PERSON	, informed that he had imported since the first instant in the
Blackmore	PERSON	, would not sell , or send them out of town , but be accountable for them at the next meeting ー then adjourned to December the 17th , 1774 1 .
Saunders	PERSON	, comp. , Records of
THOMAS GAGE	PERSON	TO
WILLIAM LEGGE	PERSON	, LORD
Joseph Yorke	PERSON	's 2 Letter to the Earl of
-LSB- Samuel -RSB- Graves	PERSON	sent an Express immediately to order the Captain of the
Rose Man	PERSON	of War at
Scarborough	PERSON	is sailed with like Orders to the Commanders of the Kings Vessels on other Stations .
