Chace	PERSON	at 1 C ~ me up with the
Chace	PERSON	, Proved to be the Rebel Schooner Hope from
Walter Hatch	PERSON	, commander .
Hawke	PERSON	.
N. S. Arch	PERSON	.
JOHN FISK	PERSON	Remarks on Novr 1st 1776 Employd in getting small things on board for Sea .
John Fisk Journal	PERSON	, AAS .
John Burrows	PERSON	of
Samuel Ingersol	PERSON	Master bound for
Vessell	PERSON	, but about Thirty Casks of Melasses some of which was Small and Ten Casks of Rum , which Capt Ingersol Sold to the Fishermen at Orashock -LSB- sic Arichat -RSB- & places near there , the pay for which we were collecting in Fish & Mackriel when we were taken by Capt. -LSB-
John Paul -RRB- Jones	PERSON	in the Armed Sloop Providence and this
Deponant	PERSON	further says that he was with
Capt Ingersol	PERSON	in
John Dolbeare	PERSON	2 and that he freque11tly heard
Capt Ingersol	PERSON	say that he did it only to protect the said
Richard Derby Junr	PERSON	of
Richard Derbys	PERSON	, unless any part of the Fish may belong to the Mate , and further says not Test
Samuel Vernon	PERSON	his
John X Burrows Mark	PERSON	-LSB- Endorsed -RSB- Essex Salem Novem 1 , 1776 .
John Burrows	PERSON	of
Richard Darby Junr	PERSON	is Claimant , and being carefully examined made
Richard Darby Junr	PERSON	to be by him used in the Cause above mentioned the deponant being bound to Sea and the said
Libelant	PERSON	not being within Twenty Miles of the place of Caption was not notified to attend nor Present at the Taking the said deposition Before me
Joshua Ward Justice	PERSON	of the Peace 1 .
Joseph Dolbeare	PERSON	lists the
JOHN BARDWELL BARNARD	PERSON	, PASSENGER IN THE PRIZE SHIP PICARY To the Honl the Council of the State of the
John Boardwell Barnard	PERSON	passenger on board the
Warren Capt -LSB- William	PERSON	-RSB- Coas & carried into
William -RSB- Ross	PERSON	, but was disapointed getting on board , therefore humbly prays your Hons to grant permission to go in
Sylvanis Hussy	PERSON	, with -LSB- sic which -RSB- is bound to
John Bardwell Barnard	PERSON	, ordered that the said
John	PERSON	have and he hereby has Liberty to depart this state in the
Sylvanus Hussy	PERSON	bound to
John	PERSON	A very Dpy Secy 1 .
Picary	PERSON	was taken by the
Warren	PERSON	,
Barnard	PERSON	was one of several passengers requesting permission to depart on board the Dolphin .
JOHN BRADFORD	PERSON	TO
JOHN DANIEL SCHWEIGHAUSER	PERSON	,
Hyson	PERSON	making insurance against all risque on the same and I will allow you Interest for the money till I Pay your Order here As I am imployed by the
John Bradford	PERSON	Letter Book , vol .
JOHN HARVEY	PERSON	, MASTER OF THE PRIZE SHIP ESTHER To the Honble the Council , for the State of the
John Harvey	PERSON	humbly shews .
Petitioner	PERSON	was late Master of the Ship called the Easter -LSB-
Esther	PERSON	-RSB- , bound from
Petitioner	PERSON	had on board his Ship at the time he was Captured his Wife , & Family , which consists of four Orphan Children , under the care of your
Petitioner	PERSON	to Purchase some small Vessel such as he may be able , and also to grant him a Permit to depart with his sd Family in sd Vessel from
Petitioner	PERSON	should be so happy as to obtain leave to purchase a Vessel for the purpose aforesd he will want Persons to Man sd Vessel : Therefore would further pray the indulgance of the
Anthony Dickerson	PERSON	,
John Taylor	PERSON	,
John Munro	PERSON	The Situation of your Petitioners Family , being so peculiarly unhappy , by reason of his having his Wife with him , who is now Pregnant & very near her time , & so many small Children & Servants ; Induces him to believe the
Petitioner	PERSON	as in Duty bound will ever pray & c .
Jno Harvey Bristol	PERSON	ss Novr 1st 1776 Then personally appeared Thomas We -LSB- a -RSB- ver 2 who is now prize master of the Ship mentioned in the aforegoing Petition & made Oath that the Facts set forth therein are true & just in every part Sworn to before me Edwd Pope Just .
John Harvey	PERSON	late Commander of the Ship Easter , Ordered that the prayer thereof be Granted & that he have Liberty to purchase a vessell not exceeding twenty Tons in Order to Transport him self and his Family Consisting of his Wife , four Children & five servants , to
Anthony Dickerson	PERSON	,
Jno	PERSON	.
Taylor Edward Harvey	PERSON	,
John Munroe	PERSON	, as mariners to
Inable	PERSON	him to Navigate his Vessell .
Capt Harvey	PERSON	to pass with his
Thomas Weaver	PERSON	was first lieutenant of the
Cabot	PERSON	.
JOHN DARRELL	PERSON	, MASTER OF THE PRIZE BRIGANTINE
John Darrel	PERSON	late Master of the
Tod	PERSON	and
Magill	PERSON	, and
Alexander Ellis	PERSON	and
Jno Darrell Sworn	PERSON	to in
John Foster	PERSON	Judge in Prize Causes 1 .
Benjamin Lightbourn	PERSON	,
Edward Parker	PERSON	,
Daniel Atwood	PERSON	,
Joseph Hinson	PERSON	and
John Darrell	PERSON	, Admiralty Papers , vol .
JOHN PAUL JONES	PERSON	TO CAPTAIN HOYSTEED HACKER Sir ,
Alfred	PERSON	-LSB- off
Jno P. Jones	PERSON	To Hoysteed Hacker Esqr Commander of the Sloop of War ,
Pease	PERSON	79 lb of Cheese 10 bbls of Flour 441 lb of Brown Sugar 1/2 bbl of Sous ' d Heads 219 lb of Candles 1/3 of
John Paul Jones	PERSON	, 6498 , LC .
Gaine	PERSON	, the Printer of the
