Sorel	PERSON	; but a letter coming from General
-LSB- Benedict -RSB- Arnold	PERSON	, promising a reinforcement of men and cannon , they determined to wait here until an officer could return , who was sent to
John -RSB- Thomas	PERSON	.
Peter Force	PERSON	, comp. ,
ROBERT LINZEE	PERSON	May 1776 Thursday 9th -LSB- In the weir above
Hartfield Royal George	PERSON	Resolution William Spy Good Intent Three Sisters Argo Savill You will also please to Acquaint their Lordships that the
Henry	PERSON	&
Esther Transpt	PERSON	was taken by the Rebels in the Month of January last , on her Passage from
Wood	PERSON	for the use of the
Isabella	PERSON	&
Dorothy	PERSON	and Hope have been there since August last .
Franklin	PERSON	,
Samuel Tucker	PERSON	, and
Lee	PERSON	,
Daniel Waters	PERSON	.
John Stanhope Esqr	PERSON	Commander of his Majestys Sloop of War the Raven - VS - A Sum of money found on board the ship Ritten House-Ambrose Ballet -LSB- sic
Bartlett	PERSON	-RSB- whereof was Master Wednesday May 2 1776 -RCB- Libel filed and entred and Order made therein as on file 9 May 1776 -RCB- Interrogatories fil 'd by
Daniel Leonard Proctor	PERSON	in behalf of the said
John Stanhope	PERSON	the Captor
Richard Willis Mate	PERSON	of his Majestys Ship Raven being sworn answers as follows - 1 Q do you know the Ship -LSB- Rittenhouse -RSB- now in the
John Stanhope	PERSON	3 To whom did She belong and what
Voyage	PERSON	was she upon when taken .
Thomas York	PERSON	and
John Potts	PERSON	of
Paul Nickerais	PERSON	being duly sworn and Interrogated as above answers to N 2 That she was taken off of the Capes of
Potts	PERSON	of
N.S. Arch	PERSON	.
WILLIAM DUDDINGSTON	PERSON	May 1776 Wednesday 8 Sequin Isld NNE Dist 8 Lgs Modt Wr at 6 Sequin N % E 8 Mile at 7 Chaced a Schooner , fired 6 guns & 6 swivels to bring the
Chace	PERSON	to , Left off
Chace	PERSON	, at 12 Lost a Deep sea Led & 2 Lines Thursday 9 at 1 A M anchored in 15 fam C :
Elizabeth	PERSON	SWbW 4 Lgs at 6 weighed , Lost a Cat Block found the Buoy & rope gone Little wind & foggy .
C. Elizabeth	PERSON	NbW 3
Chace	PERSON	at 8 Came up with the
Chace	PERSON	fired 6 Guns Shoted at her hove too took every thing out of the Prize and Set her on fire - Made Sail - 1 .
Chace	PERSON	at 5 Fir 'd 4 Guns at her she Shorten 'd Sail .
Josiah -RSB- Batchelder	PERSON	, & Mr -LSB-
Benjamin -RSB- Hall	PERSON	, be and they hereby are appointed a
Vessells	PERSON	before the
Vessells	PERSON	shall be ready to sail , the
James Warren	PERSON	.
Samuel -RSB- Tucker	PERSON	commander of the armed Schooner
Hancock	PERSON	took two Brigs in the
Lynn	PERSON	.
Cork	PERSON	, ninety tons burthen , laden with Beef , Pork , Butter , and Coal ; - the other was from the
Cork	PERSON	the first of April , that five Regiments lay there ready to imbark for
Jane	PERSON	,
James Fulton	PERSON	, from
Cork	PERSON	, and the brig
William	PERSON	,
Richard Price	PERSON	, from
Samuel -RSB- Tucker	PERSON	, in the Privateer late commanded by Capt.
Manly	PERSON	, then off in the
-LSB- George -RSB- Dawson	PERSON	, in one of the enemy 's armed vessels , came to sail , and endeavoured to get out to the assistance of the brigs , but was prevented by the wind being Easterly .
Lynn	PERSON	, and properly secured .
James Fulton	PERSON	, master , upwards of 100 tons burthen , and has on board 50 tons of coal , 256 whole barrels and 130 half barrels of beef , 300 fi -LSB- r -RSB- kins of butter , 200 boxes of candles , 40 barrels of flour , 49 barrels of barley , a qu -LSB- a -RSB- ntity of hams , 100 boxes of soap , & c .
Richard Pine	PERSON	-LSB- sic Price -RSB- , Master , loaded with wines and fruit .
Hancock	PERSON	.
Jane	PERSON	and the
William	PERSON	.
Charles J. Hoadly	PERSON	, et al. , eds. ,
Hoadly	PERSON	, ed. ,
JOHN HANCOCK	PERSON	Sir ,
Le Baron de Colliac	PERSON	.
Young	PERSON	with 160 Fusees & 20 Barrels of Powder , that he got his Liberty thro the Friendship of Captn Young , got to
Dominique	PERSON	, from thence to
Jenny	PERSON	, by Commodore -LSB-
John -RSB- Manley	PERSON	, and Captain
-LSB- William -RSB- Bartlett	PERSON	, who you mention to have given you their Opinion of them .
Winthrop Sargent Esqr	PERSON	.
Watson Esqr	PERSON	, of
John C. Fitzpatrick	PERSON	, ed. , The Writings of
George Washington	PERSON	-LRB-
Fitzpatrick	PERSON	, ed. , Writings of
Hannah	PERSON	.
Samuel Massey	PERSON	,
Charles Massey	PERSON	, and
Joseph Wood	PERSON	, the younger , of the City of
Joseph	PERSON	, whereof
William Raddon	PERSON	was late master , and loaded on board the said vessel a cargo of provisions to proceed with the same from the city of
Joseph	PERSON	proceeded on her intended Voyage , and on the 13th day of February last past , was taken by an armed vessel , called the General
Gage	PERSON	, whereof one
George Sibles	PERSON	was commander , and carried into Cape-Fear , in the province of
Joseph	PERSON	was detained , and the cargo on board of her embezzled , particularly by
Josiah Martin	PERSON	, late Governour and Commander-in-Chief of that province as fully appears by the protest of the aforesaid
William Raddon	PERSON	, herewith also exhibited .
Joseph	PERSON	, with her cargo , were illegally confiscated by the said
George Sibles	PERSON	and the said
Josiah Martin	PERSON	, without libel or condemnation , whereby your Petitioners are sufferers to near the amount of fifteen hundred Pounds , current money of the province of
Joseph	PERSON	, made application to the
Josiah Martin	PERSON	within the province of
Joseph	PERSON	and her cargo , or such other relief as your honourable
Joseph Wood	PERSON	, for self and copartners -LSB-
Joseph	PERSON	,
William Raddon	PERSON	, late master The sloop
Joseph	PERSON	, with her furniture , tackle , and apparel , and outfits , cost January 5 , 1776 , The cargo on board of her cost as per invoice , # 625 670 0 3 0 7
William Raddon	PERSON	, March 25 , 1776 .
Die Jovis	PERSON	, 4 ho .
Horatio -RSB- Gates	PERSON	, attended yesterday with a message from His Excellency General washington ; that he delivered a letter from
Thomas R.Harris	PERSON	, late master 's mate , and
Wm. Metcalfe	PERSON	, late midshipman of the Ministerial armed vessel the Savage , now prisoners of war , in the jail , requesting some relaxation of their confinement .
Gates	PERSON	mentioned that many such prisoners have been enlarged , and are prisoners on their parol .
WILLIAM SMITH	PERSON	AGAINST THE
Thomas Cregier	PERSON	-RSB- to
Willm Smith	PERSON	Dr. To 8
Tompkins	PERSON	for Lope holes 0-12 To 3 Formers for Corohorns 0-3 To 8
Thomas Randall	PERSON	the above Contents in full # 13-16-10
William -RSB- Budden	PERSON	having been taken by the
Morris	PERSON	, Mr.
-LSB- Joseph -RSB- Hewes	PERSON	, and Mr.
-LSB- Samuel -RSB- Huntington	PERSON	.
Wilminton	PERSON	was fought , bet -LSB- w -RSB- een the Roebuck Man of War , & sloop hornot & Roegaleys Which lasted very hot for three ours , and a half or there a bout , and no damage done , Except one man kiled by one of the Roe gale Gun being two0 hot Set fire to the Cartridg and Blew him a way , - and the Next day they be Gan to fire at four a Clock and it lasted tell after dark : one our or two in which time they made three hdes in the
Roe Gales	PERSON	lost 12 men : the last day the first days fight the Roegaleys Capt between three and four Miels distance of bold fellers Be sure : 1 .
J. F. Reed	PERSON	, King of
Wood	PERSON	mistook the schooner Wasp for the sloop Hornet .
William Bradford	PERSON	,
Jr.	PERSON	noted : `` About Sunset the firing was very heavy : we counted distinctely , 60 in seven minutes . ''
William Bradford	PERSON	, Jr. , HSP .
Christeen	PERSON	, with variety of accounts .
Kearney	PERSON	's Point , a little above Deep Water Point .
CHRISTOPHER MARSHALL	PERSON	-LSB-
Christopher Marshall	PERSON	, HSP .
William Richards	PERSON	, be appointed Ship 's Husband to the Naval armaments of this Province , and that he be allow 'd -- P annum for his services .
JOHN BARRY	PERSON	TO
ROBERT MORRIS	PERSON	Mr.
Morris	PERSON	, -LSB- Off
John Barry	PERSON	.
John -RSB- Wharton	PERSON	Was up he wood soon Get her Ready .
Robert Morris	PERSON	,
Esqr	PERSON	,
Samuel Hazard	PERSON	, et al. , eds. ,
ANDREW SNAPE HAMOND	PERSON	-LSB- May 5 to May 9 , 1776 -RSB- 5th May As I now began to grow short of water , and had lighten 'd the Ship to as easy a draught of water as I could , which was abt 18 F. 6 I. I took the
Bellew	PERSON	, who agreed with me in opinion , that it would answer no good purpose to go further up the
THOMAS	PERSON	READ TO THE
Capt Davidson	PERSON	has Sent the Greatest part of his also which I hope will come to them in time we are now Laying Short waiting for the Weather to Clear to go throo the Cheveax De frize we have Number of men in great Confusion for Want of
Capt Hazelton	PERSON	-LSB-
John Hazelwood	PERSON	-RSB- when your -LSB- s -RSB- Came to hand by Capt -LSB-
James -RSB- Garrigues	PERSON	Shall Comply with your orders Thos Read 1 .
Samuel Davison	PERSON	of the floating battery
THOMAS	PERSON	READ TO THE
Ship Montgomery	PERSON	, May 9th , 1776 , 9 o'clock .
THOMAS	PERSON	READ TO THE
-LSB- Arthur	PERSON	-RSB-
Thomas -RSB- Penrose	PERSON	came on Board and gave me the following account , the Ships are afloat and the galleys Playing about them , the situation we are in for want of Seamen is Terrible , that the Pilot got us a shore and the Reprisal Run on Board we Carried away his Jibb Boom .
Lambert Wickes	PERSON	-RSB- to consult him , it is the opinion of all the
JOSHUA BARNEY	PERSON	-LSB- May 9 , 1776 -RSB- The next morning the weather being thick & thinking the Roebuck still aground , we attempted to pass by where she lay , under cover of the fog , but at the moment we were abreast of her the fog cleared away , we discovered the
DARL	PERSON	.
Barney	PERSON	was indulging in retrospect .
ANDREW SNAPE	PERSON	HAMOND May 1776 Thursday 9th At a single Anchor off
Bellew	PERSON	, who agreed with me in opinion , that it would answer no good purpose to go futher up the
HENRY BELLEW	PERSON	May 1776 Thursday 9 In
Chace	PERSON	, it being calm , and the Tide against us - the
Roebuck	PERSON	made the signal to weigh Do weigh 'd and gave
Chace	PERSON	to the Enemy at 1/2 past began to fire upon them which they returned , and continued till 8 PM keeping in shoal Water - and mostly out of Reach of our Guns .
Roebuck	PERSON	made the signal to anchor .
Best Bower	PERSON	, and veer 'd to half a Cable .
LANDON CARTER	PERSON	TO GEORGE WASHINGTON -LSB- Extract -RSB-
Allen Jones	PERSON	?
Thomas Jones Esquires	PERSON	two of the delegates of this Congress be appointed to attend the Convention of the
SKEFFINGTON	PERSON	LUTWIDGE May 1776 Tuesday 7th Isle Coudre WbS , 3 Leagues at 1/2 past 3 A M , weigh 'd & came to Sail - at
Thomas -RSB- Pringle	PERSON	, inform 'd me he had gone up to
Martin	PERSON	were also gone up & the Niger - I order 'd the Pilots to look out for the Ships coming up & gave them Letters for the Commanders of the Bute & Brittish Queen - at 1/2 past 7 anchord between
John -RSB- Hamilton	PERSON	of the Lizard in-forming me & any other Ships that might arrive at Coudre `` that the Town was besieged & they were apprehensive of being stormed again as there was a Number of scaling Ladders in Sight , desiring me to get up to the Town as soon as possible but not in the Night , without sending a Boat on Shore , & in Case of being hail 'd from the Batteries to answer Sandwich '' - Captn Rouchette inform 'd me the Rebels were encamp 'd on -LSB-
Levi	PERSON	opposite Cul de Sac - the Isis Surprise , and
Martin	PERSON	at anchor before the Town - at 4 A M weigh 'd & came to sail with the
St. Francis	PERSON	on the
Martin	PERSON	came before Quebec & landed their Marines , the
Garrison	PERSON	sallied out at Noon when the Rebels fled and rais 'd the Siege , leaving behind them all their Baggage , Artillery & c Fresh Breezes with rain - Mid light Airs with Thunder , Lightning and heavy rain - at 7 P.M , weigh 'd & dropp 'd up the
ROBERT LINZEE	PERSON	May 1776 Friday 10th -LSB- In the river above
CHARLES DOUGLAS	PERSON	, R.N. , TO
PHILIP STEPHENS	PERSON	-LSB- Extract -RSB- -LSB- Quebec -RSB- May the 10th Capt -LSB-
Skeffington	PERSON	-RSB- Lutwidge in the
Howe	PERSON	and Bute Transports under his Convoy -LRB- now armed Ships Commanded by the Captains -LSB-
Thomas -RSB- Pringle	PERSON	& -LSB- Antho-ny -RSB-
Parry	PERSON	-RRB- made such Struggles to get thro ' the Ice , To the relief of their Besieged Friends as never were made in the
