DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V05_0002,Surprize,"JOURNAL OF H.M.S. SURPRIZE , CAPTAIN ROBERT LINZEE May 1776 [",Surprize,SURPRIZE,title,/TaggedPDF-doc/doc[2]/title/ship
NDAR_V05_0003,Hartfield (Transport),". CHADS, R.N., TO PHILIP STEPHENS HARTFIELD Transport Halifax Nova Scotia ー May the",Hartfield,Hartfield,dl,/TaggedPDF-doc/doc[3]/dl/ship
NDAR_V05_0003,Royal George (Transport),"s the 20th of March in Company with the ROYAL GEORGE Transport, and Arrived here the 18th of",Royal George,Royal George,p2,/TaggedPDF-doc/doc[3]/docBody/p2/ship[1]
NDAR_V05_0003,Hartfield (Transport),". CHADS, R.N., TO PHILIP STEPHENS HARTFIELD Transport Halifax Nova Scotia ー May the",Hartfield,Hartfield,p2,/TaggedPDF-doc/doc[3]/docBody/p2/ship[2]
NDAR_V05_0003,Henry and Esther,se to Acquaint their Lordships that the HENRY & ESTHER Transpt was taken by the Rebels in the,Henry & Esther,Henry & Esther,p,/TaggedPDF-doc/doc[3]/docBody/p/ship[1]
NDAR_V05_0003,Success (Transport),"The Master & Crew are Prisoners,2 ー The SUCCESS Transport is gone to Quebec with part o",Success,Success,p,/TaggedPDF-doc/doc[3]/docBody/p/ship[2]
NDAR_V05_0003,Isabella and Dorothy,"Quebec with part of the 47th Regt., the ISABELLA & DOROTHY and Hope have been there since August l",Isabella & Dorothy,Isabella & Dorothy,p,/TaggedPDF-doc/doc[3]/docBody/p/ship[3]
NDAR_V05_0003,Hope,"47th Regt., the Isabella & Dorothy and HOPE have been there since August last. the",Hope,Hope,p,/TaggedPDF-doc/doc[3]/docBody/p/ship[4]
NDAR_V05_0003,William and Mary,"have been there since August last. the WILLIAM & MARY is at Annapolis Royal, and the Transpor",William & Mary,William & Mary,p,/TaggedPDF-doc/doc[3]/docBody/p/ship[5]
NDAR_V05_0003,Hartfield (Transport),". CHADS, R.N., TO PHILIP STEPHENS HARTFIELD Transport Halifax Nova Scotia ー May the",Hartfield,Hartfield,p,/TaggedPDF-doc/doc[3]/postscript/p[1]/ship
NDAR_V05_0003,Royal George (Transport),"s the 20th of March in Company with the ROYAL GEORGE Transport, and Arrived here the 18th of",Royal George,Royal George,p,/TaggedPDF-doc/doc[3]/postscript/p[2]/ship
NDAR_V05_0003,Resolution,in the Margin] Hartfield Royal George RESOLUTION William Spy Good Intent Three Siste,Resolution,Resolution,p,/TaggedPDF-doc/doc[3]/postscript/p[3]/ship
