DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V05_0002,Quebec,INZEE May 1776 [In the weir above QUEBEC ] Thursday 9th at 6 AM Weigh'd & d,Quebec,Quebec,dl,/TaggedPDF-doc/doc[2]/dl/plc
NDAR_V05_0003,Halifax Nova Scotia,ILIP STEPHENS Hartfield Transport HALIFAX NOVA SCOTIA ー May the 9th 1776. Sir Ple,Halifax Nova Scotia,Halifax Nova Scotia,dl,/TaggedPDF-doc/doc[3]/dl/plc
NDAR_V05_0005,Sequin Isld,TAIN WILLIAM DUDDINGSTON May 1776 SEQUIN ISLD NNE Dist 8 Lgs Wednesday 8Modt Wr,Sequin Isld,Sequin Isld,dl,/TaggedPDF-doc/doc[5]/dl/plc
NDAR_V05_0006,Cape Ann,OG OF H.M.S. MILFORD May 1776 Do [ CAPE ANN ] NWBN 4 Leagues Thursdy 9at 4 Saw,Cape Ann,Cape Ann,dl,/TaggedPDF-doc/doc[6]/dl/plc
NDAR_V05_0007,Watertown,"THE MASSACHUSETTS GENERAL COURT [ WATERTOWN ] Thursday May 9th, 1776. Resolved",Watertown,Watertown,dl,/TaggedPDF-doc/doc[7]/dl/plc
NDAR_V05_0008,Boston,GEORGE WASHINGTON [Extract] BOSTON 9 May 1776 I have the pleasure to,Boston,Boston,dl,/TaggedPDF-doc/doc[8]/dl/plc
NDAR_V05_0009,Boston,"CHRONICLE, THURSDAY, MAY 9, 1776 BOSTON , May 9. Last Tuesday, in the fore",Boston,Boston,dl,/TaggedPDF-doc/doc[9]/dl/plc
NDAR_V05_0010,Providence,"ntered into immediate Pay. PROVIDENCE , May 9, 1776 1.",Providence,Providence,dl2,/TaggedPDF-doc/doc[10]/dl2/plc
NDAR_V05_0011,Hartford,"THE CONNECTICUT GENERAL ASSEMBLY [ HARTFORD ] second Thursday of May, 1776 (being th",Hartford,Hartford,dl,/TaggedPDF-doc/doc[11]/dl/plc
NDAR_V05_0012,New York,"INGTON TO JOHN HANCOCK Sir, NEW YORK . May 9th 1776. When I was on the",New York,New York,dl,/TaggedPDF-doc/doc[12]/dl/plc
NDAR_V05_0013,New York,"ERAL ARTEMAS WARD [Extract] NEW YORK , May 9, 1776. The Account you giv",New York,New York,dl,/TaggedPDF-doc/doc[13]/dl/plc
NDAR_V05_0014,New York,"ph Wood, for self and copartners [ NEW YORK , May 9, 1776] [Enclosur",New York,New York,dl2,/TaggedPDF-doc/doc[14]/dl2/plc
NDAR_V05_0015,New York,"THE NEW YORK PROVINCIAL CONGRESS [ NEW YORK ] Die Jovis, 4 ho. P.M. May 9th, 1776.",New York,New York,dl,/TaggedPDF-doc/doc[15]/dl/plc
NDAR_V05_0016,New York,ORK ARMED SCHOONER GENERAL PUTNAM NEW YORK May 9th 1776.,New York,New York,dl,/TaggedPDF-doc/doc[16]/dl/plc
NDAR_V05_0017,Philadelphia,"RNAL OF THE CONTINENTAL CONGRESS [ PHILADELPHIA ] Thursday, May 9, 1776 Captain [W",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[17]/dl/plc
NDAR_V05_0018,Philadelphia,"ACCOUNT BOOK OF JAMES WOOD [ PHILADELPHIA , May 8 and 9] the 8 day of May 17",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[18]/dl/plc
NDAR_V05_0020,Philadelphia,DIARY OF CHRISTOPHER MARSHALL [ PHILADELPHIA ] May 9th ...after dinner went to,Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[20]/dl/plc
NDAR_V05_0021,Philadelphia,"F SAFETY In Committee of Safety, [ PHILADELPHIA ] 9th May, 1776. Resolved, That Ca",Philadelphia,Philadelphia,dl,/TaggedPDF-doc/doc[21]/dl/plc
NDAR_V05_0022,Fort Mifflin,"ERT MORRIS Mr. Morris, [Off FORT MIFFLIN ] May 9, 1776. Sir, ー I think if t",Fort Mifflin,Fort Mifflin,dl,/TaggedPDF-doc/doc[22]/dl/plc
NDAR_V05_0028,Weilmington Creek River Delaware,D May 1776 At a single Anchor off WEILMINGTON CREEK RIVER DELAWARE Thursday 9th [4 A.M.]it,Weilmington Creek River Delaware,Weilmington Creek River Delaware,dl,/TaggedPDF-doc/doc[28]/dl/plc
NDAR_V05_0029,Delaware River,CAPTAIN HENRY BELLEW May 1776 In DELAWARE RIVER Thursday 9 got the Roebuck off a,Delaware River,Delaware River,dl,/TaggedPDF-doc/doc[29]/dl/plc
