DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V05_0001,"Deschambault, An Officer in the Army at","EXTRACTS OF A LETTER FROM AN OFFICER IN THE ARMY AT DESCHAMBAULT FORTY-EIGHT MILES ABOVE QUEBECK, DATED",An Officer in the Army at Deschambault,AN OFFICER IN THE ARMY AT DESCHAMBAULT,title,/TaggedPDF-doc/doc[1]/title/aut
NDAR_V05_0002,"Linzee, Robert","JOURNAL OF H.M.S. SURPRIZE, CAPTAIN ROBERT LINZEE May 1776 [In the weir above Quebe",Robert Linzee,ROBERT LINZEE,title,/TaggedPDF-doc/doc[2]/title/aut
NDAR_V05_0003,"Chads, H.","LIEUTENANT H. CHADS , R.N., TO PHILIP STEPHENS Hartfie",H. Chads,H. CHADS,title,/TaggedPDF-doc/doc[3]/title/aut
NDAR_V05_0005,"Duddingston, William","JOURNAL OF H.M. SLOOP SENEGAL, CAPTAIN WILLIAM DUDDINGSTON May 1776 Sequin Isld NNE Dist 8 L",William Duddingston,WILLIAM DUDDINGSTON,title,/TaggedPDF-doc/doc[5]/title/aut
NDAR_V05_0007,"Court, Massachusetts General","ACTS AND RESOLVES OF THE MASSACHUSETTS GENERAL COURT [Watertown] Thursday May 9th, 177",Massachusetts General Court,MASSACHUSETTS GENERAL COURT,title,/TaggedPDF-doc/doc[7]/title/aut
NDAR_V05_0008,"Ward, General Artemas (Major)",MAJOR GENERAL ARTEMAS WARD TO GEORGE WASHINGTON [Extract],Major General Artemas Ward,MAJOR GENERAL ARTEMAS WARD,title,/TaggedPDF-doc/doc[8]/title/aut
NDAR_V05_0010,"Committee, Rhode Island Naval",ADVERTISEMENT OF THE RHODE ISLAND NAVAL COMMITTEE The Naval Committee having receiv,Rhode Island Naval Committee,RHODE ISLAND NAVAL COMMITTEE,title,/TaggedPDF-doc/doc[10]/title/aut
NDAR_V05_0011,"Assembly, Connecticut General",JOURNAL OF THE CONNECTICUT GENERAL ASSEMBLY [Hartford] second Thursday of May,Connecticut General Assembly,CONNECTICUT GENERAL ASSEMBLY,title,/TaggedPDF-doc/doc[11]/title/aut
NDAR_V05_0012,"Washington, George","GEORGE WASHINGTON TO JOHN HANCOCK Sir, New Yo",George Washington,GEORGE WASHINGTON,title,/TaggedPDF-doc/doc[12]/title/aut
NDAR_V05_0013,"Washington, George",GEORGE WASHINGTON TO MAJOR GENERAL ARTEMAS WARD [Ex,George Washington,GEORGE WASHINGTON,title,/TaggedPDF-doc/doc[13]/title/aut
NDAR_V05_0014,"Joseph, Former Owners of the Sloop",PETITION OF FORMER OWNERS OF THE SLOOP JOSEPH TO THE NEW YORK PROVINCIAL CONGRESS,Former Owners of the Sloop Joseph,FORMER OWNERS OF THE SLOOP JOSEPH,title,/TaggedPDF-doc/doc[14]/title/aut
NDAR_V05_0015,"Congress, New York Provincial","JOURNAL OF THE NEW YORK PROVINCIAL CONGRESS [New York] Die Jovis, 4 ho. P.M.",New York Provincial Congress,NEW YORK PROVINCIAL CONGRESS,title,/TaggedPDF-doc/doc[15]/title/aut
NDAR_V05_0016,"Smith, William",BILL OF WILLIAM SMITH AGAINST THE NEW YORK ARMED SCHOONER GEN,William Smith,WILLIAM SMITH,title,/TaggedPDF-doc/doc[16]/title/aut
NDAR_V05_0017,"Congress, Continental","JOURNAL OF THE CONTINENTAL CONGRESS [Philadelphia] Thursday, May 9, 1",Continental Congress,CONTINENTAL CONGRESS,title,/TaggedPDF-doc/doc[17]/title/aut
NDAR_V05_0018,"Wood, James","ACCOUNT BOOK OF JAMES WOOD [Philadelphia, May 8 and 9]",James Wood,JAMES WOOD,title,/TaggedPDF-doc/doc[18]/title/aut
NDAR_V05_0020,"Marshall, Christopher",DIARY OF CHRISTOPHER MARSHALL [Philadelphia] May 9th ...a,Christopher Marshall,CHRISTOPHER MARSHALL,title,/TaggedPDF-doc/doc[20]/title/aut
NDAR_V05_0021,"Safety, Pennsylvania Committee of","MINUTES OF THE PENNSYLVANIA COMMITTEE OF SAFETY In Committee of Safety, [Philadel",Pennsylvania Committee of Safety,PENNSYLVANIA COMMITTEE OF SAFETY,title,/TaggedPDF-doc/doc[21]/title/aut
NDAR_V05_0022,"Barry, John","CAPTAIN JOHN BARRY TO ROBERT MORRIS Mr. Morris,",John Barry,JOHN BARRY,title,/TaggedPDF-doc/doc[22]/title/aut
NDAR_V05_0023,"Hamond, Andrew Snape","NARRATIVE OF CAPTAIN ANDREW SNAPE HAMOND [May 5 to May 9, 1776] 5th",Andrew Snape Hamond,ANDREW SNAPE HAMOND,title,/TaggedPDF-doc/doc[23]/title/aut
