DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V01_0001,Geddis (Brig),"1 Brig GEDDIS , John Harrison, Master, 50 tons, 7 men,",Geddis,Geddis,p,/TaggedPDF-doc/div/doc[1]/docBody/p/ship
NDAR_V01_0004,Scarborough,"ip] Stephens,2 by the SCARBOROUGH , the Admiral . . . received directions",Scarborough,Scarborough,p,/TaggedPDF-doc/div/doc[4]/docBody/p[1]/ship
NDAR_V01_0004,Gaspee (Brig),Forces by Sea or Land. The GASPEE Brig coming in from the Fishery in Cans,Gaspee,Gaspee,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[1]
NDAR_V01_0004,Hopes (Tender),"y &c, but last from Halifax she and the HOPES Tender were sent with a King's Pilot, a",Hopes,Hopes,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[2]
NDAR_V01_0004,Mercury,"h a King's Pilot, and the Master of the MERCURY , and an Officer belonging to the Hope S",Mercury,Mercury,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[3]
NDAR_V01_0004,Hope,"y &c, but last from Halifax she and the HOPE s Tender were sent with a King's Pilot,",Hope,Hope,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[4]
NDAR_V01_0004,Tartar,"expected from England: and the TARTAR , Lively and Canceaux wer",Tartar,Tartar,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[5]
NDAR_V01_0004,Lively,"expected from England: and the Tartar, LIVELY and Canceaux were ordere",Lively,Lively,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[6]
NDAR_V01_0004,Canceaux,"rom England: and the Tartar, Lively and CANCEAUX were ordered to get read",Canceaux,Canceaux,p,/TaggedPDF-doc/div/doc[4]/docBody/p[2]/ship[7]
NDAR_V01_0005,Scarborough,"Last Saturday Evening the SCARBOROUGH Man of War, Capt. Barcla",Scarborough,Scarborough,p,/TaggedPDF-doc/div/doc[5]/docBody/p/ship
NDAR_V01_0006,Asia,"cember, 1774] The ASIA arrived this morning, with Major Pitcai",Asia,Asia,p,/TaggedPDF-doc/div/doc[6]/docBody/p/ship
NDAR_V01_0007,Charles,the affirmative 13-3 Captn CHARLES Reiley of the Ship,Charles,Charles,p,/TaggedPDF-doc/div/doc[7]/docBody/p[3]/ship
NDAR_V01_0008,William (Ship),"Captn James Thomas of the Ship WILLIAM from Bristol, appeared before the Commi",William,William,p,/TaggedPDF-doc/div/doc[8]/docBody/p[2]/ship
NDAR_V01_0008,Elizabeth (Ship),ert Johnston of the Ship ELIZABETH from London-Derry having,Elizabeth,Elizabeth,p,/TaggedPDF-doc/div/doc[8]/docBody/p[3]/ship
NDAR_V01_0010,Preston,AGE1 Sir PRESTON Boston 10 decem,Preston,Preston,dl,/TaggedPDF-doc/div/doc[10]/dl/ship
NDAR_V01_0011,Glasgow (Sloop),We hear that the GLASGOW Sloop of War from Halifax,Glasgow,Glasgow,p,/TaggedPDF-doc/div/doc[11]/docBody/p/ship
NDAR_V01_0012,Asia,"last [December 4] arrived at Boston the ASIA Man of War, of 64 Guns, with 500 Marine",Asia,Asia,p,/TaggedPDF-doc/div/doc[12]/docBody[2]/p/ship
NDAR_V01_0013,Kattie (Ship),"nifest of the lading on board the] Ship KATTIE , James Clarke, Master",Kattie,Kattie,p2,/TaggedPDF-doc/div/doc[13]/docBody/p2[1]/ship
NDAR_V01_0014,Diana (Brig),"tee that they have imported in the brig DIANA Capt Authven, master, fr",Diana,Diana,p,/TaggedPDF-doc/div/doc[14]/docBody/p[1]/ship
NDAR_V01_0015,Glasgow,SAMUEL GRAVES1 (Copy) GLASGOW at Cohasset 11h. Decr. 1774,Glasgow,Glasgow,dl,/TaggedPDF-doc/div/doc[15]/dl/ship
NDAR_V01_0015,Glasgow,SAMUEL GRAVES1 (Copy) GLASGOW at Cohasset 11h. Decr. 1774,Glasgow,Glasgow,note,/TaggedPDF-doc/div/doc[15]/note/ship
NDAR_V01_0016,Glasgows,"this Evening Information coming of the GLASGOWS running upon Rocks, Lieut. [George] Daw",Glasgows,Glasgows,p,/TaggedPDF-doc/div/doc[16]/docBody/p/ship[1]
NDAR_V01_0016,Hopes (Tender),"on Rocks, Lieut. [George] Dawson in the HOPES Tender was immediately o",Hopes,Hopes,p,/TaggedPDF-doc/div/doc[16]/docBody/p/ship[2]
