DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V01_0002,Farmingdell Va.,"RISTOL MERCHANTS1 FARMINGDELL [VA.] Decr. 1st, 1774",Farmingdell [Va.],Farmingdell [Va.],dl,/TaggedPDF-doc/div/doc[2]/dl/plc
NDAR_V01_0003,"Farmingdell, Va.","ORTH AND GENERAL THOMAS GAGE1 [ FARMINGDELL, VA. , December 1, 1774]","Farmingdell, Va.","Farmingdell, Va.",dl,/TaggedPDF-doc/div/doc[3]/dl/plc
NDAR_V01_0004,Boston,F VICE ADMIRAL SAMUEL GRAVES1 [ BOSTON ] 1774 Decr 4th In,Boston,Boston,dl,/TaggedPDF-doc/div/doc[4]/dl/plc
NDAR_V01_0005,Boston,"ETTE, MONDAY, DECEMBER 5, 1774 BOSTON , December 5 Last",Boston,Boston,dl,/TaggedPDF-doc/div/doc[5]/dl/plc
NDAR_V01_0006,Boston,"RY OF LIEUTENANT JOHN BARKER1 [ BOSTON ] 5th [December, 1774]",Boston,Boston,dl,/TaggedPDF-doc/div/doc[6]/dl/plc
NDAR_V01_0007,Grants,g of the Committee of Baltimore Town at GRANTS this 5th December 1774.,Grants,Grants,dl,/TaggedPDF-doc/div/doc[7]/dl/plc
NDAR_V01_0009,Providence,"RAL ASSEMBLY OF RHODE ISLAND1 [ PROVIDENCE , Thursday, December 8, 1774]",Providence,Providence,dl,/TaggedPDF-doc/div/doc[9]/dl/plc
NDAR_V01_0010,Boston,Preston BOSTON 10 decem. 1774,Boston,Boston,dl,/TaggedPDF-doc/div/doc[10]/dl/plc
NDAR_V01_0011,Boston,"RY OF LIEUTENANT JOHN BARKER1 [ BOSTON ] 10th. [December, 1774]",Boston,Boston,dl,/TaggedPDF-doc/div/doc[11]/dl/plc
NDAR_V01_0012,Providence,"E, SATURDAY, DECEMBER 10, 1774 PROVIDENCE , Dec. 10 We have",Providence,Providence,dl,/TaggedPDF-doc/div/doc[12]/dl/plc
NDAR_V01_0014,Wilmington,"OF WILMINGTON, NORTH CAROLINA1 WILMINGTON , 10th December 1774.",Wilmington,Wilmington,dl,/TaggedPDF-doc/div/doc[14]/dl/plc
NDAR_V01_0015,Cohasset,ES1 (Copy) Glasgow at COHASSET 11h. Decr. 1774,Cohasset,Cohasset,dl,/TaggedPDF-doc/div/doc[15]/dl/plc
NDAR_V01_0016,Boston,F VICE ADMIRAL SAMUEL GRAVES1 [ BOSTON ] 1774 Decr. 11th,Boston,Boston,dl,/TaggedPDF-doc/div/doc[16]/dl/plc
NDAR_V01_0017,New York,"Per Captain Couper. [ NEW YORK ] Dec. 11, 1774 I",New York,New York,dl,/TaggedPDF-doc/div/doc[17]/dl/plc
NDAR_V01_0018,Boston,"OST, MONDAY, DECEMBER 12, 1774 BOSTON , Dec. 12. We lear",Boston,Boston,dl,/TaggedPDF-doc/div/doc[18]/dl/plc
NDAR_V01_0019,Cohasset,ES1 (Copy) Glasgow at COHASSET 12th 1. PM. Decr 1774,Cohasset,Cohasset,dl,/TaggedPDF-doc/div/doc[19]/dl/plc
NDAR_V01_0020,Newport,"URY, MONDAY, DECEMBER 12, 1774 NEWPORT , December 12 Last",Newport,Newport,dl,/TaggedPDF-doc/div/doc[20]/dl/plc
NDAR_V01_0021,"Newport Harbour, Rhode Island","GRAVES1 (Copy) Rose, NEWPORT HARBOUR, RHODE ISLAND 12th December 1774","Newport Harbour, Rhode Island","Newport Harbour, Rhode Island",dl,/TaggedPDF-doc/div/doc[21]/dl/plc
NDAR_V01_0022,New York,"TTE, MONDAY, DECEMBER 12, 1774 NEW-YORK , Dec. 12. On Tues",New York,New-York,dl,/TaggedPDF-doc/div/doc[22]/dl/plc
NDAR_V01_0023,Charles Town So Carolina,"NS, LONDON1 [Extract] CHARLES TOWN SO CAROLINA 12 Decemr 1774. p",Charles Town So Carolina,Charles Town So Carolina,dl,/TaggedPDF-doc/div/doc[23]/dl/plc
NDAR_V01_0024,Salem,"TE, TUESDAY, DECEMBER 13, 1774 SALEM , December 13. We",Salem,Salem,dl,/TaggedPDF-doc/div/doc[24]/dl/plc
NDAR_V01_0025,Annapolis,"COUNTY AND CITY OF ANNAPOLIS1 [ ANNAPOLIS ] December 13, 1774",Annapolis,Annapolis,dl,/TaggedPDF-doc/div/doc[25]/dl/plc
NDAR_V01_0027,Portsmouth New Hampshire,1 (Copy) PORTSMOUTH NEW HAMPSHIRE 14th. Decr. 1774,Portsmouth New Hampshire,Portsmouth New hampshire,dl,/TaggedPDF-doc/div/doc[27]/dl/plc
