DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V01_0005,Boston Gazette,"BOSTON GAZETTE , MONDAY, DECEMBER 5, 1774 Bost",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/div/doc[5]/title/pub
NDAR_V01_0012,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, DECEMBER 10, 1774 P",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/div/doc[12]/title/pub
NDAR_V01_0018,Boston Evening Post,"BOSTON EVENING POST , MONDAY, DECEMBER 12, 1774 Bos",Boston Evening Post,BOSTON EVENING POST,title,/TaggedPDF-doc/div/doc[18]/title/pub
NDAR_V01_0020,Newport Mercury,"NEWPORT MERCURY , MONDAY, DECEMBER 12, 1774 New",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/div/doc[20]/title/pub
NDAR_V01_0022,New York Gazette,"NEW YORK GAZETTE , MONDAY, DECEMBER 12, 1774 New",New York Gazette,NEW YORK GAZETTE,title,/TaggedPDF-doc/div/doc[22]/title/pub
NDAR_V01_0024,Essex Gazette,"ESSEX GAZETTE , TUESDAY, DECEMBER 13, 1774 Sa",Essex Gazette,ESSEX GAZETTE,title,/TaggedPDF-doc/div/doc[24]/title/pub
NDAR_V01_0025,Maryland Gazette,"Duckett, clerk of committee 1. MARYLAND GAZETTE , Annapolis, December 15, 1774.",Maryland Gazette,Maryland Gazette,src,/TaggedPDF-doc/div/doc[25]/src/pub
NDAR_V01_0027,Providence Gazette,"apropos to the affair. 4. See PROVIDENCE GAZETTE , December 10, 1775, which is the public",Providence Gazette,Providence Gazette,note,/TaggedPDF-doc/div/doc[27]/note[3]/pub
NDAR_V01_0028,New York Gazetteer,"1. James Rivington's NEW YORK GAZETTEER , December 29, 1774. 2. In its",New York Gazetteer,New York Gazetteer,src,/TaggedPDF-doc/div/doc[28]/src/pub
NDAR_V01_0028,Pennsylvania Journal,"2. In its issue of January 11, 1775, PENNSYLVANIA JOURNAL pronounced this letter ""a lying Extract",Pennsylvania Journal,Pennsylvania Journal,note,/TaggedPDF-doc/div/doc[28]/note/pub
NDAR_V01_0029,Providence Gazette,"ies were also sent to the editor of the PROVIDENCE GAZETTE . See December 10, 1774.",Providence Gazette,Providence Gazette,note,/TaggedPDF-doc/div/doc[29]/note/pub
NDAR_V01_0041,New York Journal,"in the Province. 1. NEW YORK JOURNAL , December 29, 1774.",New York Journal,New York Journal,src,/TaggedPDF-doc/div/doc[41]/src/pub
NDAR_V01_0042,Newport Mercury,"ral Assembly mentioned therein with the NEWPORT MERCURY , I transmit for your",Newport Mercury,Newport Mercury,p,/TaggedPDF-doc/div/doc[42]/docBody/p[1]/pub
NDAR_V01_0044,Massachusetts Spy,"MASSACHUSETTS SPY , FRIDAY, DECEMBER 16, 1774",Massachusetts Spy,MASSACHUSETTS SPY,title,/TaggedPDF-doc/div/doc[44]/title/pub
NDAR_V01_0045,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, DECEMBER 16, 1774 New",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/div/doc[45]/title/pub
NDAR_V01_0054,Connecticut Courant,"wn, now preparing for their reception,"" CONNECTICUT COURANT , Hartford, December 19, 1774.",Connecticut Courant,Connecticut Courant,note,/TaggedPDF-doc/div/doc[54]/note/pub
NDAR_V01_0057,New York Gazette,"NEW YORK GAZETTE , MONDAY, DECEMBER 19, 1774 New",New York Gazette,NEW YORK GAZETTE,title,/TaggedPDF-doc/div/doc[57]/title/pub
NDAR_V01_0062,Essex Gazette,"ESSEX GAZETTE , TUESDAY, DECEMBER 20, 1774 Sa",Essex Gazette,ESSEX GAZETTE,title,/TaggedPDF-doc/div/doc[62]/title/pub
NDAR_V01_0065,Massachusetts Spy,"MASSACHUSETTS SPY , THURSDAY, DECEMBER 22, 1774 B",Massachusetts Spy,MASSACHUSETTS SPY,title,/TaggedPDF-doc/div/doc[65]/title/pub
NDAR_V01_0067,New Hampshire Gazette,"A LOVER OF ORDER"" TO THE PRINTER OF THE NEW HAMPSHIRE GAZETTE 1 Mr. Printer, Portsmo",New Hampshire Gazette,NEW HAMPSHIRE GAZETTE,rec,/TaggedPDF-doc/div/doc[67]/title/rec/pub
NDAR_V01_0067,New Hampshire Gazette,"A LOVER OF ORDER 1. NEW HAMPSHIRE GAZETTE , December 23, 1774.",New Hampshire Gazette,New Hampshire Gazette,src,/TaggedPDF-doc/div/doc[67]/src/pub
NDAR_V01_0068,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, DECEMBER 23, 1774",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/div/doc[68]/title/pub
NDAR_V01_0069,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, DECEMBER 24, 1774 P",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/div/doc[69]/title/pub
NDAR_V01_0070,Maryland Gazette,"s Williams, clerk committee 1. MARYLAND GAZETTE , Annapolis, January 5, 1775.",Maryland Gazette,Maryland Gazette,src,/TaggedPDF-doc/div/doc[70]/src/pub
NDAR_V01_0073,Newport Mercury,"NEWPORT MERCURY , MONDAY, DECEMBER 26, 1774 New",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/div/doc[73]/title/pub
NDAR_V01_0085,Boston Evening Post,"BOSTON EVENING POST , MONDAY, JANUARY 2, 1775 Bosto",Boston Evening Post,BOSTON EVENING POST,title,/TaggedPDF-doc/div/doc[85]/title/pub
NDAR_V01_0087,New York Gazette,"NEW-YORK GAZETTE , MONDAY, JANUARY 2, 1775 New-Y",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/div/doc[87]/title/pub
NDAR_V01_0087,New York Gazetteer,"1. See James Rivington's NEW-YORK GAZETTEER , January 5, 1775.",New York Gazetteer,New-York Gazetteer,note,/TaggedPDF-doc/div/doc[87]/note/pub
NDAR_V01_0094,New York Journal,"NEW YORK JOURNAL , THURSDAY, JANUARY 5, 1775 New",New York Journal,NEW YORK JOURNAL,title,/TaggedPDF-doc/div/doc[94]/title/pub
NDAR_V01_0095,Rivington's New York Gazetteer,"RIVINGTON'S NEW YORK GAZETTEER , THURSDAY, JANUARY 5, 1775 New",Rivington's New York Gazetteer,RIVINGTON'S NEW YORK GAZETTEER,title,/TaggedPDF-doc/div/doc[95]/title/pub
NDAR_V01_0095,New York Gazetteer,"RIVINGTON'S NEW YORK GAZETTEER , THURSDAY, JANUARY 5, 1775 New",New York Gazetteer,NEW YORK GAZETTEER,pub,/TaggedPDF-doc/div/doc[95]/title/pub/pub
NDAR_V01_0098,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 7, 1775 Pro",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/div/doc[98]/title/pub
NDAR_V01_0100,Newport Mercury,"NEWPORT MERCURY , MONDAY, JANUARY 9, 1775 Newpo",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/div/doc[100]/title/pub
NDAR_V01_0101,New York Gazette,"NEW YORK GAZETTE , MONDAY, JANUARY 9, 1775 New Y",New York Gazette,NEW YORK GAZETTE,title,/TaggedPDF-doc/div/doc[101]/title/pub
NDAR_V01_0101,Providence Gazette,"1. H.M.S. Hind. See PROVIDENCE GAZETTE , January 7, 1775. 2. Captain N",Providence Gazette,Providence Gazette,note,/TaggedPDF-doc/div/doc[101]/note[1]/pub
NDAR_V01_0104,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 14, 1775 Pr",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/div/doc[104]/title/pub
NDAR_V01_0108,New York Gazette,"NEW YORK GAZETTE MONDAY, JANUARY 16, 1775 New Y",New York Gazette,NEW YORK GAZETTE,title,/TaggedPDF-doc/div/doc[108]/title/pub
NDAR_V01_0110,Maryland Gazette,"MARYLAND GAZETTE , THURSDAY, JANUARY 19, 1775 An",Maryland Gazette,MARYLAND GAZETTE,title,/TaggedPDF-doc/div/doc[110]/title/pub
NDAR_V01_0128,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, JANUARY 28, 1775 Pr",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/div/doc[128]/title/pub
NDAR_V01_0133,New York Gazette,"NEW YORK GAZETTE , MONDAY, JANUARY 30, 1775 New-",New York Gazette,NEW YORK GAZETTE,title,/TaggedPDF-doc/div/doc[133]/title/pub
NDAR_V01_0144,Newport Mercury,"NEWPORT MERCURY , MONDAY, FEBRUARY 6, 1775 Newp",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/div/doc[144]/title/pub
NDAR_V01_0153,New York Journal,"NEW YORK JOURNAL , THURSDAY, FEBRUARY 9, 1775 Ne",New York Journal,NEW YORK JOURNAL,title,/TaggedPDF-doc/div/doc[153]/title/pub
NDAR_V01_0158,Virginia Gazette,"cargo.2 1. Purdie's VIRGINIA GAZETTE , March 3, 1775. 2. See Patters",Virginia Gazette,Virginia Gazette,src,/TaggedPDF-doc/div/doc[158]/src/pub
NDAR_V01_0162,Newport Mercury,"NEWPORT MERCURY , MONDAY, FEBRUARY 13, 1775 New",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/div/doc[162]/title/pub
NDAR_V01_0163,New York Gazette,"NEW YORK GAZETTE , MONDAY, FEBRUARY 13, 1775 New",New York Gazette,NEW YORK GAZETTE,title,/TaggedPDF-doc/div/doc[163]/title/pub
NDAR_V01_0165,New York Journal,"NEW YORK JOURNAL , THURSDAY, FEBRUARY 14, 1775 N",New York Journal,NEW YORK JOURNAL,title,/TaggedPDF-doc/div/doc[165]/title/pub
NDAR_V01_0167,Massachusetts Spy,"MASSACHUSETTS SPY , THURSDAY, FEBRUARY 16, 1775 B",Massachusetts Spy,MASSACHUSETTS SPY,title,/TaggedPDF-doc/div/doc[167]/title/pub
NDAR_V01_0174,Boston Evening Post,"late Parliament. 1. BOSTON EVENING-POST , March 6, 1775.",Boston Evening Post,Boston Evening-Post,src,/TaggedPDF-doc/div/doc[174]/src/pub
NDAR_V01_0176,Boston Evening Post,"government. 1. BOSTON EVENING POST , March 13, 1775.",Boston Evening Post,Boston Evening Post,src,/TaggedPDF-doc/div/doc[176]/src/pub
NDAR_V01_0178,Newport Mercury,"NEWPORT MERCURY , MONDAY, FEBRUARY 20, 1775 New",Newport Mercury,NEWPORT MERCURY,title,/TaggedPDF-doc/div/doc[178]/title/pub
NDAR_V01_0181,Essex Gazette,"e abortive expedition to Salem. See the ESSEX GAZETTE , February 28, 1775. 3. John an",Essex Gazette,Essex Gazette,note,/TaggedPDF-doc/div/doc[181]/note[1]/pub
NDAR_V01_0186,Pennsylvania Packet,"il in a few days. 1. PENNSYLVANIA PACKET , Monday, February 27, 1775.",Pennsylvania Packet,Pennsylvania Packet,src,/TaggedPDF-doc/div/doc[186]/src/pub
NDAR_V01_0187,New York Journal,"NEW YORK JOURNAL , THURSDAY, FEBRUARY 23, 1775 N",New York Journal,NEW YORK JOURNAL,title,/TaggedPDF-doc/div/doc[187]/title/pub
NDAR_V01_0190,North Carolina Gazette,"NORTH CAROLINA GAZETTE , FRIDAY, FEBRUARY 24, 1775 New",North Carolina Gazette,NORTH CAROLINA GAZETTE,title,/TaggedPDF-doc/div/doc[190]/title/pub
